Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Johan Rojas","PHI","A+,AA",21,130,500,556,122,88,20,7,7,82,38,42,0,99,6,2,6,5,62,5,0.244,"24336"
"Jose Rodriguez","CHW","AA",21,104,440,484,123,85,21,6,11,75,68,38,1,66,3,1,1,9,40,10,0.279545454,"24388"
"J.P. Martinez","TEX","AA,AAA",26,107,395,468,96,59,14,8,15,73,45,67,0,129,5,0,1,3,39,9,0.243037974,"24451"
"Max Schuemann","OAK","AA,AAA",25,90,325,408,89,62,15,3,9,67,41,56,0,100,17,4,6,8,24,6,0.273846153,"24488"
"Travis Swaggerty","PIT","AAA",24,107,398,458,101,69,15,8,9,55,55,57,0,117,1,1,1,1,20,5,0.253768844,"24491"
"DaShawn Keirsey Jr.","MIN","AA",25,121,425,468,115,79,26,3,7,61,48,32,0,108,7,4,0,6,42,7,0.270588235,"24496"
"Jonathan Ornelas","TEX","AA",22,123,525,580,157,121,20,2,14,84,64,45,4,121,6,2,2,5,14,6,0.299047619,"24597"
"Addison Barger","TOR","A+,AA,AAA",22,124,467,526,144,83,33,2,26,80,91,48,3,131,7,4,0,1,9,5,0.308351177,"24598"
"Michael Helman","MIN","AA,AAA",26,135,512,581,132,86,23,3,20,101,60,61,0,112,3,5,0,6,40,5,0.2578125,"24605"
"Logan O'Hoppe","LAA","AA",22,104,360,447,102,61,14,1,26,72,78,70,2,74,14,3,0,4,7,4,0.283333333,"24729"
"James Outman","LAD","AA,AAA",25,125,473,559,139,70,31,7,31,101,106,70,1,152,10,5,0,1,13,4,0.293868921,"24770"
"Andy Pages","LAD","AA",21,132,487,571,115,57,29,3,26,69,80,62,1,140,15,7,0,6,6,3,0.23613963,"24816"
"David Fry","CLE","AAA",26,119,422,479,108,62,27,2,17,64,74,39,0,92,10,6,2,13,2,0,0.25592417,"24934"
"David Hensley","HOU","AAA",26,104,379,464,113,69,30,4,10,80,57,80,0,103,2,3,0,8,20,7,0.298153034,"25111"
"Daniel Schneemann","CLE","AA,AAA",25,114,387,444,78,59,11,2,6,57,38,47,0,101,0,7,3,6,20,4,0.201550387,"25180"
"Endy Rodriguez","PIT","A+,AA,AAA",22,125,458,531,148,80,39,4,25,92,95,60,1,101,8,5,0,4,4,3,0.323144104,"25332"
"Greg Jones","TBR","AA",24,79,319,358,76,46,19,3,8,54,40,27,0,128,11,1,0,5,37,5,0.238244514,"25448"
"Peyton Burdick","MIA","AAA",25,99,364,430,78,42,16,5,15,74,58,53,0,120,9,3,0,8,13,3,0.214285714,"25459"
"Isaac Collins","COL","AA",24,111,375,448,83,50,24,4,5,70,32,58,1,90,8,1,6,5,30,8,0.221333333,"25477"
"Brenton Doyle","COL","AA,AAA",24,132,507,548,130,77,22,5,26,82,77,28,0,171,6,6,1,9,23,3,0.256410256,"25479"
"TJ Hopkins","CIN","AA,AAA",25,126,467,528,121,72,26,2,21,68,80,48,0,146,7,6,0,9,8,5,0.259100642,"25482"
"Nick Sogard","BOS","AA,AAA",24,125,401,472,102,74,22,2,4,59,43,61,0,88,6,3,1,7,18,4,0.254364089,"25483"
"Joey Ortiz","BAL","AA,AAA",23,137,539,600,153,93,35,6,19,91,85,50,1,98,6,4,1,9,8,2,0.283858998,"25493"
"Cade Marlowe","SEA","AA,AAA",25,133,499,578,143,94,21,5,23,83,102,62,1,156,13,4,0,4,42,10,0.286573146,"25505"
"Aaron Schunk","COL","AA",24,122,450,497,116,69,32,1,14,62,77,36,1,115,5,6,0,12,6,2,0.257777777,"25524"
"Korey Lee","HOU","AAA",23,104,404,446,96,49,20,2,25,74,76,36,0,127,5,1,0,10,12,1,0.237623762,"25543"
"Jake Alu","WSN","AA,AAA",25,132,502,567,150,88,40,2,20,81,81,51,2,103,6,8,0,6,15,3,0.29880478,"25569"
"Kyle McCann","OAK","AA,AAA",24,105,394,458,92,51,20,0,21,65,66,56,0,153,7,1,0,6,2,0,0.233502538,"25575"
"Bryan Ramos","CHW","A+,AA",20,120,462,519,123,81,19,1,22,72,86,45,0,86,7,4,0,10,1,1,0.266233766,"25621"
"Will Brennan","CLE","AA,AAA",24,129,528,590,166,109,40,4,13,69,107,50,0,69,3,9,0,8,20,3,0.314393939,"25660"
"Grant McCray","SFG","A,A+",21,120,488,569,141,86,23,9,23,104,79,67,1,170,10,4,0,4,43,10,0.288934426,"25690"
"Dustin Harris","TEX","AA",22,85,331,382,85,50,16,2,17,58,66,42,0,74,5,4,0,3,19,5,0.256797583,"25705"
"Blake Sabol","PIT","AA,AAA",24,123,447,513,127,76,26,6,19,74,75,55,1,129,4,7,0,7,10,2,0.284116331,"25805"
"Jared Triolo","PIT","AA",24,112,425,495,120,85,21,5,9,66,39,63,1,87,3,4,0,3,24,5,0.282352941,"25807"
"Grae Kessinger","HOU","AA",24,121,421,500,89,58,13,2,16,72,58,69,0,113,5,3,2,9,23,10,0.211401425,"25813"
"Andre Lipcius","DET","AA,AAA",24,134,462,560,128,81,33,2,12,70,63,86,1,89,5,7,0,15,13,4,0.277056277,"25822"
"Michael Toglia","COL","AA,AAA",23,114,429,495,107,56,20,1,30,74,83,60,0,149,2,4,0,1,7,2,0.249417249,"25845"
"Corbin Carroll","ARI","AA,AAA,CPX",21,93,362,442,111,57,22,8,24,89,62,67,2,107,10,3,0,2,31,5,0.306629834,"25878"
"Orelvis Martinez","TOR","AA",20,118,433,492,88,43,15,0,30,57,76,40,0,140,12,4,0,8,6,3,0.203233256,"25967"
"Kevin Alcantara","CHC","A",19,112,428,495,117,77,19,6,15,76,85,55,1,123,6,6,0,6,14,3,0.273364485,"25971"
"Nasim Nunez","MIA","A+,AA",21,123,442,549,111,89,17,3,2,75,41,95,0,139,3,4,5,8,70,16,0.251131221,"25979"
"Vaughn Grissom","ATL","A+,AA",21,96,389,442,126,90,20,2,14,72,67,36,0,54,17,0,0,11,27,5,0.323907455,"26031"
"Francisco Alvarez","NYM","AA,AAA",20,112,411,495,107,58,22,0,27,74,78,70,3,123,8,6,0,13,0,0,0.260340632,"26121"
"Brett Baty","NYM","AA,AAA",22,95,362,420,114,73,22,0,19,76,60,49,0,104,9,0,0,9,2,4,0.314917127,"26123"
"Dominic Fletcher","ARI","AA,AAA",24,133,523,591,163,106,35,10,12,98,72,55,0,113,5,7,1,7,9,8,0.311663479,"26149"
"Kyle Stowers","BAL","AAA",24,95,349,407,92,41,29,3,19,54,78,45,1,104,8,4,1,6,3,2,0.263610315,"26151"
"Tyler Fitzgerald","SFG","AA",24,125,455,519,104,60,20,3,21,74,58,37,0,171,19,5,3,2,20,1,0.228571428,"26208"
"Darell Hernaiz","BAL","A,A+,AA",20,105,406,452,111,73,21,5,12,72,62,35,1,81,8,3,0,7,32,4,0.273399014,"26224"
"Gunnar Henderson","BAL","AA,AAA",21,112,407,503,121,71,24,7,19,101,76,79,0,116,9,8,0,3,22,3,0.297297297,"26289"
"Michael Busch","LAD","AA,AAA",24,142,552,641,151,81,38,0,32,118,108,74,0,167,9,6,0,10,4,2,0.273550724,"26319"
"Spencer Steer","MIN","AA,AAA",24,106,427,492,117,62,30,2,23,80,75,51,1,89,11,3,0,11,4,3,0.274004683,"26323"
"Jonny DeLuca","LAD","A+,AA",23,98,381,440,99,47,22,5,25,73,71,45,2,73,8,4,2,5,17,2,0.259842519,"26365"
"Kameron Misner","TBR","AA",24,117,415,510,104,62,25,1,16,80,62,86,1,155,6,3,0,4,32,7,0.250602409,"26374"
"Kyren Paris","LAA","A+,AA,CPX",20,105,374,452,90,53,20,5,12,70,42,61,0,134,11,0,5,6,33,4,0.240641711,"26420"
"Dominic Canzone","ARI","AA,AAA,CPX",24,106,394,436,118,69,25,2,22,81,89,37,1,83,5,0,0,8,15,2,0.299492385,"26438"
"Matt Wallner","MIN","AA,AAA",24,128,458,571,127,64,32,4,27,90,95,97,6,170,11,5,0,3,9,5,0.277292576,"26466"
"Luis Matos","SFG","A+,CPX",20,93,376,415,81,53,15,1,12,58,47,28,0,66,7,4,0,6,11,3,0.215425531,"26467"
"Spencer Horwitz","TOR","AA,AAA",24,114,403,483,111,65,33,1,12,77,51,73,1,95,5,2,0,10,7,2,0.275434243,"26477"
"Noelvi Marte","CIN","A+",20,115,448,520,125,83,23,0,19,74,68,59,1,107,9,4,0,6,23,9,0.279017857,"26517"
"Angel Martinez","CLE","A+,AA",20,101,363,434,101,61,23,4,13,56,44,52,1,76,9,5,5,5,12,7,0.278236914,"26540"
"Luisangel Acuna","TEX","A+,AA",20,91,357,409,99,70,16,2,11,66,47,51,0,96,1,0,0,9,40,9,0.277310924,"26548"
"Jonatan Clase","SEA","A",20,107,423,499,113,67,22,11,13,91,49,65,0,133,8,2,0,1,55,10,0.267139479,"26599"
"Elly De La Cruz","CIN","A+,AA",20,120,471,513,143,75,31,9,28,87,86,40,2,158,1,1,0,6,47,6,0.303609341,"26668"
"Austin Martin","MIN","AA,CPX",23,92,344,416,83,64,14,3,2,60,35,49,0,55,21,2,0,6,35,6,0.241279069,"27462"
"Dillon Dingler","DET","AA",23,107,387,448,92,53,22,3,14,56,58,45,1,143,12,3,0,8,1,0,0.237726098,"27464"
"Tyler Soderstrom","OAK","A+,AA,AAA",20,134,505,556,135,80,21,5,29,66,105,40,2,145,5,6,0,14,0,1,0.267326732,"27467"
"Zach DeLoach","SEA","AA",23,114,418,499,108,76,15,3,14,79,73,71,2,119,5,5,0,6,4,1,0.258373205,"27471"
"Jordan Walker","STL","AA",20,119,461,536,141,88,31,3,19,100,68,58,1,116,9,8,0,10,22,5,0.305856832,"27475"
"Masyn Winn","STL","A+,AA",20,119,474,550,134,78,36,8,12,91,63,63,0,115,2,8,3,2,43,5,0.282700421,"27479"
"Justin Foscue","TEX","AA",23,101,400,460,115,68,31,1,15,60,81,45,0,66,9,6,0,15,3,4,0.2875,"27501"
"Nick Yorke","BOS","A+",20,80,337,373,78,56,10,1,11,48,45,33,0,94,2,1,0,7,8,4,0.231454005,"27504"
"David Hamilton","BOS","AA",24,119,463,531,116,79,16,9,12,81,42,56,1,119,6,1,5,1,70,8,0.250539956,"27531"
"Edouard Julien","MIN","AA",23,113,400,508,120,81,19,3,17,77,67,98,1,125,6,4,0,7,19,7,0.3,"27534"
"Duke Ellis","CHW","A+,AA",24,109,396,459,109,80,18,3,8,83,29,48,1,116,8,2,3,1,57,9,0.275252525,"27543"
"Austin Wells","NYY","A,A+,AA",22,92,336,402,93,55,17,1,20,60,65,56,0,90,5,3,0,5,16,0,0.276785714,"27562"
"Casey Schmitt","SFG","A+,AA,AAA",23,126,468,526,137,89,25,2,21,72,78,48,1,120,7,3,0,8,3,2,0.292735042,"27577"
"Alika Williams","TBR","A+,AA,AAA",23,96,361,425,90,66,12,2,10,61,62,54,0,83,6,4,0,3,7,4,0.249307479,"27604"
