Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Alec Burleson","STL","AAA",23,109,432,470,143,97,25,1,20,68,87,29,0,67,3,6,0,13,4,0,0.331018518,"27615"
"Nick Loftin","KCR","AA,AAA",23,128,516,593,131,89,24,1,17,104,66,55,1,98,9,6,6,17,29,6,0.253875968,"27630"
"Anthony Volpe","NYY","AA,AAA",21,132,511,596,127,66,35,5,21,86,65,65,0,118,12,8,0,2,50,7,0.248532289,"27647"
"Joey Wiemer","MIL","AA,AAA",23,127,484,548,124,67,34,2,21,81,77,55,1,147,5,4,0,6,31,3,0.256198347,"27690"
"Brett Wisely","TBR","AA,AAA",23,117,451,523,123,77,25,6,15,87,58,63,1,110,5,3,1,6,32,11,0.272727272,"27735"
"Drew Romo","COL","A+",20,101,374,420,95,66,19,5,5,52,58,35,0,81,5,6,0,8,18,3,0.254010695,"27763"
"Pete Crow-Armstrong","CHC","A,A+",20,101,423,471,132,86,20,10,16,89,61,36,2,102,9,3,0,1,32,11,0.312056737,"27769"
"Pedro Leon","HOU","AAA",24,115,413,504,94,47,27,3,17,71,63,71,1,145,19,1,0,4,38,18,0.227602905,"27781"
"Tyler Gentry","KCR","A+,AA",23,108,402,483,131,87,22,1,21,79,86,60,1,105,13,8,0,6,10,6,0.325870646,"27784"
"Shay Whitcomb","HOU","AA",23,118,461,506,101,58,22,2,19,67,60,36,2,165,6,3,0,4,20,2,0.219088937,"27789"
"Evan Carter","TEX","A+,AA",19,106,397,475,117,74,21,10,12,86,73,64,0,81,7,6,1,8,28,13,0.294710327,"27790"
"Jordan Westburg","BAL","AA,AAA",23,138,544,622,144,75,39,3,27,96,106,70,1,147,7,1,0,10,12,3,0.264705882,"27815"
"Matt Mervis","CHC","A+,AA,AAA",24,137,512,578,158,80,40,2,36,92,119,50,2,107,11,5,0,3,2,0,0.30859375,"27845"
"Thomas Saggese","TEX","A+,AA",20,103,401,441,125,81,25,4,15,61,70,30,1,97,4,5,1,17,12,3,0.311720698,"27883"
"Adael Amador","COL","A",19,115,449,555,131,92,24,0,15,100,57,87,2,67,11,5,3,7,26,12,0.291759465,"27962"
"Jasson Dominguez","NYY","A,A+,AA",19,120,451,530,123,77,23,7,16,92,59,72,1,128,4,3,0,4,37,7,0.272727272,"28080"
"Javier Sanoja","MIA","A,CPX",19,101,375,410,98,71,16,5,6,64,44,26,0,47,1,7,1,6,18,9,0.261333333,"28253"
"Coby Mayo","BAL","A+,AA,CPX",20,104,388,439,96,55,20,2,19,72,69,40,1,114,7,4,0,11,5,1,0.24742268,"28312"
"Jackson Chourio","MIL","A,A+,AA",18,99,400,439,115,60,30,5,20,75,75,32,1,118,3,4,0,7,16,4,0.2875,"28806"
"Bryce Teodosio","LAA","AA",23,112,369,425,71,47,10,0,14,48,41,43,0,166,11,1,1,3,28,5,0.192411924,"29524"
"Ryan Bliss","ARI","A+",22,110,426,484,91,59,19,3,10,68,37,43,0,118,10,4,1,5,31,12,0.213615023,"29547"
"Adrian Del Castillo","ARI","A,A+,CPX",22,86,315,358,66,37,20,2,7,32,31,35,0,80,5,3,0,4,5,0,0.209523809,"29554"
"Billy Cook","BAL","A+",23,112,389,437,86,44,21,6,15,49,65,34,1,139,10,3,1,5,25,4,0.221079691,"29573"
"Trey Sweeney","NYY","A+,AA",22,111,433,508,104,65,19,4,16,76,56,66,0,118,7,1,0,6,31,3,0.240184757,"29575"
"Colton Cowser","BAL","A+,AA,AAA",22,138,510,626,142,85,36,2,19,114,66,94,0,174,18,4,0,13,18,3,0.278431372,"29591"
"Connor Norby","BAL","A+,AA,AAA",22,121,477,547,133,77,23,4,29,92,73,55,0,114,9,6,0,12,16,6,0.278825995,"29592"
"Justyn-Henry Malloy","ATL","A+,AA,AAA",22,133,478,591,138,93,28,0,17,91,81,97,0,138,6,10,0,16,5,0,0.288702928,"29606"
"Sal Frelick","MIL","A+,AA,AAA",22,119,492,562,163,118,28,6,11,90,59,52,3,63,9,3,1,7,24,8,0.331300813,"29622"
"Joey Loperfido","HOU","A,A+",23,108,392,461,124,83,25,4,12,70,69,53,1,101,11,5,0,7,32,11,0.31632653,"29630"
"Will Wagner","HOU","A+,AA",23,117,414,497,108,76,19,3,10,62,53,67,0,98,10,4,2,7,8,2,0.260869565,"29634"
"Matt McLain","CIN","AA",22,103,371,452,86,43,21,5,17,67,58,70,1,127,8,3,0,7,27,3,0.231805929,"29695"
"Hunter Goodman","COL","A,A+,AA",22,134,523,579,154,83,33,2,36,97,106,40,0,151,11,5,0,7,6,2,0.294455066,"29715"
"Zack Gelof","OAK","AA,AAA",22,96,389,440,105,68,17,2,18,61,66,50,0,121,0,1,0,11,10,2,0.269922879,"29766"
"Niko Kavadas","BOS","A,A+,AA",23,120,393,515,110,58,25,1,26,71,86,102,2,152,16,4,0,4,1,1,0.279898218,"29782"
"Brett Harris","OAK","A+,AA",24,113,417,483,121,80,22,2,17,73,63,50,0,83,8,3,5,16,11,5,0.290167865,"29788"
"Kyle Manzardo","TBR","A+,AA",21,93,324,397,106,57,26,1,22,71,81,59,1,65,4,10,0,7,1,1,0.327160493,"29794"
"Darren Baker","WSN","A+,AA",23,105,414,464,116,88,24,1,3,66,39,40,0,81,1,3,6,4,15,4,0.280193236,"29912"
"Jacob Young","WSN","A",22,115,465,542,122,102,10,8,2,118,46,59,1,82,14,3,1,4,52,7,0.262365591,"29931"
"Jordan Lawlar","ARI","A,A+,AA,CPX",19,100,389,459,118,77,18,7,16,98,62,57,2,115,9,4,0,5,39,6,0.303341902,"29976"
"Christian Encarnacion-Strand","MIN","A+,AA",22,122,484,538,147,79,31,5,32,76,114,40,2,137,11,3,0,2,8,2,0.303719008,"30011"
"Oscar Colas","CHW","A+,AA,AAA",23,117,481,526,151,100,24,4,23,81,79,38,3,120,6,1,0,10,3,4,0.313929313,"30162"
"Anthony Prato","MIN","A+,AA",24,132,477,565,136,88,30,8,10,97,64,67,0,130,13,7,1,8,22,6,0.285115303,"sa1052903"
"Marty Bechina","OAK","A+,AA,AAA",25,102,348,408,77,51,15,3,8,47,37,45,0,129,13,0,0,7,7,6,0.221264367,"sa1053075"
"Seth Gray","MIN","A+,AA",24,120,439,506,104,72,14,1,17,63,68,50,1,165,16,1,0,7,13,5,0.23690205,"sa1115752"
"Colin Simpson","COL","A+",25,95,330,373,99,61,17,4,17,53,60,36,0,78,3,4,0,3,7,1,0.3,"sa1159681"
"Quincy McAfee","CIN","A+,AA",24,96,322,384,68,47,12,1,8,49,33,46,0,99,11,5,0,5,2,4,0.211180124,"sa1159899"
"Beau Philip","ATL","A+",23,111,375,449,83,62,9,0,12,53,57,62,0,131,6,5,1,9,13,3,0.221333333,"sa1169595"
"Matthew Lugo","BOS","A+,AA",21,117,478,524,135,81,26,10,18,77,79,35,0,104,7,3,0,8,20,7,0.282426778,"sa1169598"
"Tyler Callihan","CIN","A,A+",22,88,328,361,82,52,19,4,7,45,33,27,0,80,3,2,1,5,15,3,0.25,"sa1169610"
"Marcus Smith","TEX","A",21,94,302,385,54,40,8,1,5,42,31,66,0,163,8,5,4,3,47,8,0.178807947,"sa1169620"
"LJ Talley","TOR","AA,AAA",25,111,394,444,104,71,17,4,12,47,55,40,1,88,6,4,0,12,12,1,0.26395939,"sa1169773"
"Ryan Ward","LAD","AA",24,116,459,506,117,69,18,2,28,62,78,39,1,116,5,2,0,7,5,1,0.25490196,"sa1169792"
"Clay Dungan","KCR","AAA",26,127,452,515,94,59,22,4,9,64,52,47,0,100,10,4,2,7,17,2,0.207964601,"sa1169803"
"Cody Milligan","ATL","A+,AA",23,123,483,575,143,110,27,4,2,92,36,81,0,104,4,7,0,5,21,1,0.296066252,"sa1169818"
"Aaron Shackelford","PIT","AA,AAA",25,114,413,459,96,46,23,1,26,66,79,40,1,135,4,1,1,3,11,2,0.23244552,"sa1169950"
"Cam Devanney","MIL","AA,AAA",25,128,451,515,119,63,32,1,23,69,68,48,0,110,9,7,0,15,6,2,0.263858093,"sa1170010"
"Jake Means","KCR","AA",26,107,375,430,78,45,22,0,11,55,48,49,1,119,5,1,0,7,10,1,0.208,"sa1170316"
"Bryce Ball","CHC","AA",23,131,486,562,129,85,31,2,11,77,76,69,0,121,2,4,0,5,1,4,0.265432098,"sa1170451"
"Evan Mendoza","STL","AAA",26,109,360,421,89,69,16,0,4,56,29,56,0,56,1,3,1,10,17,4,0.247222222,"sa3002836"
"Luis Yanel Diaz","LAD","A,A+",22,108,389,443,99,61,18,3,17,72,79,43,0,117,5,5,1,11,31,8,0.254498714,"sa3002846"
"Robert Perez Jr.","SEA","A,A+",22,127,465,568,134,81,24,2,27,100,114,71,0,142,21,11,0,7,6,1,0.288172043,"sa3002851"
"Carlos Luis","SDP","A,A+",22,107,393,446,120,82,29,3,6,67,77,45,1,83,3,5,0,12,3,0,0.305343511,"sa3002860"
"Ismael Alcantara","LAD","A+,AA",23,107,355,404,68,46,10,4,8,45,41,28,0,107,12,3,6,9,13,7,0.191549295,"sa3002862"
"Freuddy Batista","SEA","A,CPX",22,85,317,365,82,49,22,2,9,58,54,31,0,98,16,1,0,9,8,1,0.258675078,"sa3002866"
"Rafael Lantigua","TOR","AA,AAA",24,128,489,547,134,91,35,1,7,73,64,53,0,105,2,3,0,14,15,12,0.274028629,"sa3003219"
"Aldenis Sanchez","NYY","A+",23,96,315,363,81,69,9,2,1,40,32,42,1,105,4,2,0,6,32,9,0.257142857,"sa3003222"
"Luis Mieses","CHW","A+,AA",22,129,517,553,147,93,39,0,15,66,88,28,0,92,5,3,0,8,1,0,0.284332688,"sa3003274"
"Diego Infante","TBR","A+,AA,AAA",22,114,424,473,117,79,23,2,13,70,75,44,0,135,0,5,0,13,10,6,0.275943396,"sa3003280"
"Jose Peroza","NYM","A+",22,115,398,459,108,75,23,2,8,42,52,48,1,110,7,5,1,8,4,1,0.271356783,"sa3003288"
"Sebastian Espino","TOR","AA",22,106,354,380,64,29,19,2,14,39,38,22,0,166,3,1,0,3,4,2,0.18079096,"sa3003347"
"Kenneth Betancourt","LAD","A,AA",22,106,360,402,98,71,22,1,4,67,51,35,0,66,2,3,2,10,8,2,0.272222222,"sa3003350"
"Juan Carlos Negret","KCR","A+",23,91,329,377,73,38,16,1,18,43,68,35,0,94,4,9,0,5,1,0,0.221884498,"sa3003430"
"Cullen Large","TOR","AAA",26,119,411,468,98,64,23,4,7,43,52,48,1,127,7,2,0,9,7,1,0.238442822,"sa3003959"
"Tirso Ornelas","SDP","AA,AAA",22,115,455,507,130,92,29,2,7,64,53,44,1,87,4,2,2,11,7,2,0.285714285,"sa3004048"
"Marcus Chiu","MIA","A+,AA",25,104,347,394,77,49,16,0,12,47,45,28,0,114,17,1,0,10,3,0,0.221902017,"sa3004060"
"Jancarlos Cintron","ARI","AA,AAA",27,103,400,436,135,91,34,3,7,73,59,25,0,59,3,3,5,9,14,8,0.3375,"sa3004065"
"Chris Seise","TEX","A+",23,93,346,388,85,59,14,2,10,55,46,37,0,125,1,2,0,8,12,3,0.245664739,"sa3004142"
"Jeisson Rosario","NYY","AA",22,104,362,433,88,54,19,4,11,46,39,64,0,82,5,2,0,7,12,7,0.243093922,"sa3004146"
"Jake Scheiner","SEA","AA",26,127,477,568,120,65,34,0,21,74,105,73,1,119,9,9,0,12,3,1,0.251572327,"sa3004160"
"Abrahan Gutierrez","PIT","A+",22,108,377,441,97,63,22,0,12,51,56,52,0,112,8,4,0,15,4,2,0.257294429,"sa3004263"
"Jose Sanchez","WSN","A+",21,113,398,452,92,69,17,1,5,40,40,45,0,84,5,3,1,9,4,1,0.231155778,"sa3004382"
"Ricardo Mendez","WSN","A+",22,84,326,358,74,55,13,1,5,38,45,25,0,72,2,0,4,2,16,6,0.226993865,"sa3004383"
"Jacob Gonzalez","PIT","A,A+",24,112,423,480,129,91,24,1,13,55,61,36,2,63,16,5,0,16,2,1,0.304964539,"sa3004691"
"Jacob Pearson","ATL","A+,AA",24,96,346,407,79,51,24,0,4,50,28,49,0,83,7,4,1,4,25,9,0.228323699,"sa3004722"
"Shane Matheny","SFG","AA,AAA",26,108,362,432,88,59,14,1,14,63,51,61,1,138,5,1,3,4,4,0,0.243093922,"sa3004780"
"Quincy Nieporte","DET","AA",27,123,459,518,124,66,25,2,31,72,91,40,1,85,7,10,0,13,2,0,0.270152505,"sa3004819"
"Justin Connell","WSN","A+,AA",23,116,389,460,91,54,22,1,14,70,43,55,0,130,11,2,3,7,10,6,0.233933161,"sa3004884"
"Mason Martin","PIT","AAA",23,134,481,541,101,48,29,5,19,62,74,52,3,194,2,6,0,6,12,3,0.209979209,"sa3004885"
"Riley Delgado","ATL","AA",27,109,371,412,101,85,13,1,2,51,30,31,0,57,8,2,0,9,3,1,0.272237196,"sa3004934"
"Francisco Hernandez","STL","A+",22,96,310,364,68,45,16,2,5,46,31,46,0,100,5,3,0,3,18,4,0.219354838,"sa3004942"
"Imanol Vargas","LAD","A+",24,116,381,470,102,63,20,1,18,65,63,80,0,145,8,1,0,8,5,0,0.267716535,"sa3004972"
"Robbie Glendinning","KCR","AA",26,118,428,518,108,67,21,1,19,77,76,75,0,168,10,4,1,17,11,3,0.252336448,"sa3004978"
"Eddy Diaz","COL","A+,CPX",22,101,391,447,102,74,18,4,6,59,42,30,0,89,13,5,8,8,37,14,0.260869565,"sa3004979"
"PK Morris","TOR","A+",23,95,311,361,75,41,19,2,13,33,61,42,1,103,1,7,0,5,2,0,0.241157556,"sa3005037"
"Tyler Dearden","BOS","AA",23,94,316,376,83,58,16,1,8,40,47,49,1,103,6,5,0,1,0,2,0.262658227,"sa3005103"
"Walking Cabrera","SEA","A",21,95,372,422,93,59,27,2,5,56,62,40,0,102,3,7,0,2,5,3,0.25,"sa3005240"
"Miguel Hiraldo","TOR","A+",21,109,398,428,92,58,19,4,11,47,55,27,0,126,0,3,0,9,28,5,0.231155778,"sa3005486"
"Keyber Rodriguez","TEX","A+",21,103,368,412,91,73,13,1,4,55,41,34,0,90,5,3,2,6,8,4,0.247282608,"sa3005488"
"Fabian Pertuz","CHC","A+",21,113,427,461,101,63,27,3,8,54,59,22,0,123,8,3,1,2,13,3,0.236533957,"sa3005500"
"Allan Cerda","CIN","A+,AA",22,124,408,506,85,38,22,1,24,74,56,84,0,168,13,1,0,4,7,4,0.208333333,"sa3005504"
"Gilberto Jimenez","BOS","A+",21,99,380,409,102,77,18,2,5,49,34,18,0,100,3,1,5,10,20,9,0.268421052,"sa3005507"
"Jorbit Vivas","LAD","A+",21,128,479,570,129,93,19,7,10,73,66,63,2,58,21,6,0,3,2,1,0.269311064,"sa3005511"
"Alexfri Planez","CLE","A+",20,89,346,371,87,47,21,0,19,50,63,16,1,89,4,4,0,8,7,1,0.251445086,"sa3005515"
"Jesus Chirinos","MIL","A",20,117,405,480,96,71,13,0,12,60,55,69,0,152,0,6,0,7,3,1,0.237037037,"sa3005538"
"Luis Toribio","SFG","A+",21,111,378,437,79,39,18,1,21,57,59,52,1,154,4,3,0,8,0,0,0.208994708,"sa3005541"
"Rainer Nunez","TOR","A,A+",21,120,467,500,142,97,25,1,19,65,82,24,2,109,4,5,0,11,0,0,0.304068522,"sa3005551"
"Eddys Leonard","LAD","A+",21,127,496,566,131,80,32,4,15,80,61,45,0,119,21,4,0,6,4,4,0.264112903,"sa3005554"
"Enrique Valdez","KCR","A,A+",21,96,332,370,80,51,21,1,7,41,41,28,0,104,4,5,1,4,22,6,0.240963855,"sa3005568"
"Yunior Garcia","LAD","A,A+",20,97,367,411,107,65,28,1,13,60,75,33,0,87,9,1,0,9,2,0,0.291553133,"sa3005570"
"Julio Carreras","COL","A+,AA",22,129,462,518,130,74,42,3,11,70,72,36,0,127,10,1,9,8,19,5,0.281385281,"sa3005598"
"Danny Bautista Jr.","OAK","A",21,99,367,423,97,66,24,2,5,48,37,34,0,72,13,2,7,12,10,8,0.264305177,"sa3005602"
"Alberto Rodriguez","SEA","A+",21,119,472,527,123,82,28,3,10,59,46,50,0,138,4,1,0,10,6,4,0.26059322,"sa3005603"
"Felix Valerio","MIL","AA",21,113,417,480,95,67,14,2,12,60,51,48,1,80,7,8,0,6,30,9,0.227817745,"sa3005613"
"Stanley Consuegra","NYM","A,A+",21,122,481,536,118,72,27,6,13,71,59,44,0,139,8,3,0,10,12,10,0.245322245,"sa3005628"
"Heriberto Hernandez","TBR","A+",22,119,419,494,107,54,28,1,24,70,89,67,0,155,8,0,0,3,6,2,0.255369928,"sa3005630"
"Dalvy Rosario","MIA","A+,AAA",21,120,448,492,115,81,19,6,9,62,55,27,0,123,7,8,2,5,30,7,0.256696428,"sa3005712"
"Ynmanol Marinez","MIA","A+,AAA",21,116,431,467,112,84,15,3,10,62,56,28,0,117,6,2,0,15,3,1,0.259860788,"sa3005716"
"Brandon Valenzuela","SDP","A+",21,99,345,413,72,46,14,2,10,39,47,63,1,95,3,2,0,8,0,1,0.208695652,"sa3005729"
"Junior Perez","OAK","A",20,116,398,482,99,61,21,2,15,74,62,70,0,148,5,7,2,8,32,7,0.248743718,"sa3005744"
"Herard Gonzalez","KCR","A+",21,113,407,483,97,72,9,7,9,61,61,65,1,114,2,4,5,3,14,8,0.238329238,"sa3005750"
"Diego Hernandez","KCR","A+,AA",21,115,454,512,129,95,21,4,9,78,40,39,0,100,7,4,8,2,40,12,0.284140969,"sa3005759"
"Viandel Pena","WSN","A,A+",21,108,393,463,90,60,16,8,6,68,52,60,0,126,0,3,7,3,34,7,0.229007633,"sa3005775"
"Alexander Ovalles","TBR","A+,AA,AAA",21,102,357,416,92,56,19,3,14,67,65,49,0,89,6,3,1,6,10,5,0.257703081,"sa3005781"
"Ricardo Toro","HOU","CPX",21,47,134,160,33,23,5,0,5,22,21,14,0,23,10,2,0,2,3,1,0.246268656,"sa3005904"
"Jose Reina","DET","CPX",21,42,135,155,34,22,11,0,1,21,19,15,0,41,3,1,1,1,8,2,0.251851851,"sa3005911"
"Guillermo Quintana","KCR","A",21,114,417,483,100,71,21,0,8,53,54,57,0,76,3,6,0,8,19,5,0.239808153,"sa3005916"
"Anthony Garcia","NYY","A",21,95,298,384,58,35,8,1,14,56,42,83,1,156,2,1,0,1,21,5,0.194630872,"sa3005924"
"Oneill Manzueta","TBR","A",21,111,385,451,93,63,16,5,9,57,51,63,0,144,3,0,0,10,6,2,0.241558441,"sa3005942"
"Jean Pena","SFG","CPX",21,42,126,154,20,12,4,1,3,22,18,25,0,55,1,2,0,1,0,0,0.158730158,"sa3006192"
"Brandol Mezquita","ATL","A,A+",20,104,388,454,104,82,14,5,3,59,51,47,0,124,11,8,0,6,14,6,0.268041237,"sa3006201"
"Ryan Fitzgerald","BOS","AAA",28,127,452,520,99,53,26,4,16,55,72,49,0,135,10,8,1,7,6,5,0.219026548,"sa3006218"
"Bladimir Restituyo","COL","A+",20,105,396,423,111,82,16,5,8,55,44,11,0,87,3,5,8,7,22,10,0.28030303,"sa3006621"
"Orlando Martinez","LAA","AA,AAA,CPX",24,110,396,442,109,73,22,5,9,56,69,38,1,96,1,7,0,5,9,7,0.275252525,"sa3006664"
"Robert Neustrom","BAL","AAA",25,101,368,409,85,51,18,1,15,41,61,29,0,69,7,4,1,7,14,2,0.23097826,"sa3006667"
"Cobie Fletcher-Vance","MIA","AA",24,106,395,436,96,72,20,0,4,40,43,28,0,67,7,6,0,8,2,3,0.243037974,"sa3006860"
"Kendall Simmons","PHI","A,A+",22,91,334,379,73,45,14,2,12,46,47,32,0,98,9,1,3,6,11,3,0.218562874,"sa3006867"
"Devin Mann","LAD","AA,AAA",25,118,375,451,99,59,21,3,16,70,61,64,0,86,8,3,0,9,1,2,0.264,"sa3006869"
"George Valera","CLE","AA,AAA",21,132,484,566,121,69,25,3,24,89,82,74,1,145,5,3,0,6,2,4,0.25,"sa3006872"
"Trey Harris","WSN","AA",26,96,332,373,80,62,12,1,5,39,27,26,0,78,13,1,1,7,7,5,0.240963855,"sa3006876"
"Luis Verdugo","CHC","A+",21,107,368,422,99,66,27,1,5,43,41,46,0,70,3,4,1,6,4,4,0.269021739,"sa3006888"
"D'Shawn Knowles","LAA","A,A+",21,122,458,530,120,95,19,4,2,69,49,56,1,139,5,3,8,7,22,6,0.262008733,"sa3006889"
"Anthony Seigler","NYY","A,A+",23,97,314,417,74,46,21,0,7,61,45,91,0,82,4,8,0,8,16,7,0.235668789,"sa3006894"
"Leandro Emiliani","WSN","A,A+",22,92,337,380,77,42,20,2,13,46,66,35,0,98,6,2,0,7,1,0,0.228486646,"sa3006897"
"Carlos De La Cruz","PHI","A+,AA",22,102,365,403,99,58,22,2,17,50,47,27,0,120,8,3,0,3,6,2,0.271232876,"sa3006903"
"Chase Calabuig","OAK","AA",26,110,380,434,119,86,25,2,6,54,48,47,0,56,5,2,0,10,3,1,0.313157894,"sa3006927"
"Drew Avans","LAD","AAA",26,119,432,504,122,86,17,12,7,94,48,61,0,129,7,1,3,12,40,7,0.282407407,"sa3006937"
"Josh Stowers","TEX","AA",25,105,356,419,79,47,20,2,10,58,49,49,0,118,10,2,2,2,22,5,0.221910112,"sa3007010"
"Jarryd Dale","SDP","A+,AAA",21,134,462,552,92,66,19,3,4,52,39,79,0,137,4,5,2,9,27,7,0.199134199,"sa3007022"
"Chris Williams","MIN","AA,AAA",25,117,422,495,104,54,21,1,28,62,89,63,0,144,2,6,0,9,2,2,0.246445497,"sa3007028"
"Davis Bradshaw","MIA","A+,AA",24,97,329,375,100,82,14,3,1,39,31,29,1,56,9,2,5,6,13,6,0.303951367,"sa3007031"
"Grant Witherspoon","TBR","AA,AAA",25,115,418,471,111,65,25,4,17,62,61,45,1,112,5,2,0,9,15,6,0.265550239,"sa3007047"
"Andrew Moritz","ATL","A+,AA",25,92,318,370,90,70,17,1,2,52,36,44,0,71,3,4,0,4,7,2,0.283018867,"sa3007054"
"Jordan Qsar","TBR","AA,AAA",26,102,361,411,82,42,16,7,17,60,47,44,2,157,6,0,0,1,11,4,0.227146814,"sa3007078"
"Raynel Delgado","CLE","A+,AA",22,104,328,391,79,58,12,4,5,43,43,46,1,75,10,3,4,7,16,9,0.240853658,"sa3007288"
"Yorlis Rodriguez","SFG","A",22,105,431,459,111,73,20,2,16,56,60,18,0,91,4,4,2,12,4,0,0.257540603,"sa3007299"
"Nicholas Northcut","BOS","A+,AA",23,103,397,428,87,39,18,0,30,55,75,25,0,151,6,0,0,8,1,0,0.219143576,"sa3007640"
"Grant Lavigne","COL","A+,AA",22,125,449,524,127,89,23,5,10,70,62,68,0,134,3,3,1,7,2,3,0.282850779,"sa3007743"
"Willie MacIver","COL","AA,AAA",25,104,367,419,83,50,18,0,15,43,50,39,0,114,7,4,2,8,10,3,0.226158038,"sa3007828"
"Connor Hollis","SDP","AA,AAA",27,127,487,575,160,116,31,4,9,95,63,72,2,107,11,2,2,13,21,12,0.328542094,"sa3007870"
"Jake Slaughter","CHC","A+,AA",25,106,401,470,114,69,21,1,23,75,80,47,0,105,18,4,0,9,36,8,0.284289276,"sa3007871"
"Wilderd Patino","ARI","A,A+",20,94,366,418,106,74,21,2,9,68,53,27,0,109,18,3,4,3,67,9,0.289617486,"sa3007874"
"Will Banfield","MIA","A+,AA",22,102,385,415,86,55,18,2,11,43,52,16,0,93,5,9,0,8,1,1,0.223376623,"sa3007973"
"Ezequiel Pagan","CHC","A",21,104,384,438,112,81,15,5,11,59,68,40,1,57,7,3,4,3,13,4,0.291666666,"sa3007975"
"Alex McKenna","HOU","AA,AAA",24,106,367,430,85,57,18,4,6,47,51,53,0,128,7,3,0,8,16,6,0.231607629,"sa3008003"
"Joe Gray Jr.","MIL","A+",22,123,462,527,89,49,21,4,15,58,54,51,0,177,7,7,0,7,17,2,0.192640692,"sa3008005"
"Carlos Cortes","NYM","AA,AAA",25,123,439,491,98,61,22,3,12,55,55,42,0,124,5,5,0,6,0,1,0.223234624,"sa3008079"
"Connor Scott","PIT","AA",22,109,380,424,94,58,25,4,7,46,49,33,0,92,2,4,1,5,10,6,0.247368421,"sa3008080"
"Malcom Nunez","PIT","AA,AAA",21,119,416,493,109,70,16,0,23,72,88,69,1,103,3,5,0,15,5,2,0.26201923,"sa3008113"
"Hunter Stovall","COL","AA",25,108,393,435,105,66,27,3,9,48,55,34,0,91,1,2,5,7,10,5,0.267175572,"sa3008181"
"Jaylen Palmer","NYM","A+",21,102,315,377,58,34,13,2,9,45,35,50,0,147,12,0,0,6,22,3,0.184126984,"sa3008297"
"Ronny Simon","TBR","A+,AA",22,109,434,473,113,67,19,5,22,82,76,28,0,99,2,8,1,6,34,8,0.260368663,"sa3008365"
"Juan Mora","CHC","A",22,81,312,354,84,56,19,2,7,56,48,27,0,69,11,3,1,10,6,3,0.269230769,"sa3008469"
"Diego Cartaya","LAD","A,A+",20,95,362,445,92,47,22,1,22,74,72,63,3,119,18,2,0,12,1,0,0.254143646,"sa3008742"
"Gabriel Rodriguez","CLE","A+",20,94,320,361,87,61,15,2,9,45,38,34,0,72,3,4,0,5,4,2,0.271875,"sa3008744"
"Antonio Gomez","NYY","A",20,89,325,370,82,62,10,2,8,36,48,35,0,100,6,4,0,11,1,3,0.252307692,"sa3008746"
"Jose De La Cruz","DET","A,CPX",20,98,328,368,67,43,12,1,11,36,45,30,0,143,9,1,0,9,4,3,0.204268292,"sa3008747"
"Eduardo Garcia","MIL","A,A+",19,111,452,480,117,83,16,3,15,54,65,19,0,162,8,1,0,7,15,2,0.258849557,"sa3008751"
"Alexander Ramirez","LAA","A",19,118,475,520,109,72,24,5,8,67,59,31,0,160,11,3,0,6,21,8,0.229473684,"sa3008757"
"Juan Guerrero","COL","A",20,113,453,506,124,82,24,4,14,89,89,39,0,85,6,7,1,7,18,8,0.273730684,"sa3008759"
"Warming Bernabel","COL","A,A+",20,91,367,409,115,75,26,0,14,70,71,31,0,56,5,5,0,7,23,8,0.313351498,"sa3008761"
"Victor Bericoto","SFG","A",20,107,423,487,112,81,19,0,12,63,68,57,0,108,3,4,0,12,3,4,0.264775413,"sa3008767"
"Dayan Frias","CLE","A",20,120,443,519,106,80,18,2,6,64,46,65,0,129,7,2,2,7,8,5,0.239277652,"sa3008768"
"Cristian Gonzalez","HOU","A+",20,104,409,445,93,64,18,1,10,54,48,29,0,127,4,3,0,12,1,2,0.227383863,"sa3008771"
"Frank Perez","HOU","CPX",20,45,122,152,23,12,5,2,4,23,17,16,0,58,14,0,0,1,4,2,0.18852459,"sa3008772"
"Yohander Martinez","HOU","CPX",20,46,136,177,32,29,0,1,2,18,19,30,0,22,9,2,0,6,5,5,0.235294117,"sa3008775"
"Isaac De Leon","BAL","A,A+",20,109,370,457,82,51,21,2,8,54,56,75,0,142,7,5,0,6,6,0,0.221621621,"sa3008784"
"Cristhian Rodriguez","MIA","A,CPX",20,93,318,351,60,46,11,2,1,25,23,31,0,123,1,1,0,5,2,2,0.188679245,"sa3008785"
"Noelberth Romero","BAL","A",20,104,383,418,88,62,16,1,9,50,48,30,0,81,2,3,0,10,17,7,0.229765013,"sa3008808"
"Luis Pineda","CHW","CPX",20,40,143,153,38,30,2,0,6,19,23,8,0,41,1,1,0,2,0,0,0.265734265,"sa3008826"
"Ricardo Balogh","HOU","CPX",19,52,177,191,49,41,5,3,0,14,34,11,0,50,0,3,0,5,3,1,0.276836158,"sa3008835"
"Brainer Bonaci","BOS","A",19,108,397,494,104,73,19,6,6,86,50,89,0,89,3,5,0,7,28,6,0.261964735,"sa3008836"
"Alex De Jesus","TOR","A,A+,CPX",20,113,434,514,114,71,26,3,14,73,64,73,0,151,3,4,0,8,2,1,0.262672811,"sa3008842"
