Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"TJ Friedl","CIN","AAA",25,113,386,448,102,70,15,5,12,59,36,44,2,65,13,3,2,1,13,7,0.264248704,"19522"
"Jacob Robson","DET","AA,AAA",26,96,305,370,90,59,19,5,7,54,38,60,0,125,4,0,1,1,19,10,0.295081967,"19528"
"Nate Mondou","OAK","AAA",26,87,308,361,87,58,20,1,8,53,49,40,0,55,7,6,0,4,0,2,0.282467532,"19563"
"Otto Lopez","TOR","AA,AAA",22,113,451,508,142,101,32,4,5,88,64,41,2,88,9,6,1,8,22,4,0.314855875,"19608"
"Luis Barrera","OAK","AAA",25,96,341,386,94,68,16,6,4,53,37,39,0,67,1,4,1,7,10,2,0.275659824,"19615"
"David MacKinnon","LAA","AA",26,99,365,426,104,61,30,0,13,53,65,52,0,83,6,3,0,5,2,2,0.284931506,"19625"
"Sheldon Neuse","LAD","AAA",26,78,314,349,92,63,13,3,13,57,56,29,0,84,2,4,0,11,6,0,0.29299363,"19635"
"Zach Reks","LAD","AAA",27,87,321,379,90,46,24,1,19,69,67,46,0,108,8,2,0,8,0,1,0.280373831,"19667"
"Jake Noll","WSN","AAA",27,118,437,474,131,83,28,3,17,60,69,29,0,74,4,4,0,11,4,1,0.299771167,"19703"
"Ronnie Dawson","HOU","AAA",26,94,353,407,88,59,21,1,7,59,43,46,1,84,4,2,2,11,15,8,0.249291784,"19710"
"Darick Hall","PHI","AAA",25,120,400,471,92,51,27,0,14,46,60,55,1,100,12,3,0,7,0,2,0.23,"19717"
"Rylan Bannon","BAL","A+,AAA",25,90,309,363,52,25,11,0,16,46,38,50,0,81,3,1,0,7,9,1,0.168284789,"19768"
"Dairon Blanco","KCR","AA,AAA",28,117,422,477,117,81,17,5,14,83,53,36,0,95,12,1,6,5,41,14,0.277251184,"19779"
"Zach Remillard","CHW","AA,AAA",27,95,313,365,65,41,10,1,13,53,30,36,0,92,12,2,2,7,14,4,0.207667731,"19788"
"Charles Leblanc","TEX","AAA",25,96,332,374,76,39,16,4,17,49,57,40,1,131,1,1,0,3,5,3,0.228915662,"19813"
"Rene Pinto","TBR","AA,AAA",24,93,354,382,97,57,20,0,20,50,60,22,0,114,5,1,0,4,4,2,0.274011299,"19859"
"Greg Deichmann","OAK","AAA",26,94,329,392,90,56,22,5,7,62,48,61,0,98,1,1,0,3,10,3,0.273556231,"19872"
"Drew Ellis","ARI","AAA",25,81,296,358,87,35,29,3,20,69,73,46,0,87,10,6,0,3,1,0,0.293918918,"19873"
"Diego A. Castillo","PIT","AA,AAA",23,104,388,440,108,65,24,0,19,73,55,44,1,56,4,3,1,9,9,5,0.278350515,"19906"
"Sandro Fabian","SFG","AA",23,89,296,314,78,49,13,1,15,37,55,11,0,57,4,2,0,5,0,0,0.263513513,"19910"
"Aaron Whitefield","MIN","AA",24,111,397,451,102,80,12,4,6,62,58,42,1,112,3,7,1,8,36,12,0.256926952,"19938"
"Cristian Pache","ATL","AAA",22,89,321,353,85,59,15,0,11,50,44,30,0,97,1,0,1,3,9,7,0.264797507,"19948"
"Khalil Lee","NYM","AAA",23,102,292,388,80,44,20,2,14,67,37,71,0,115,24,1,0,7,8,10,0.273972602,"19952"
"Josh Lowe","TBR","AAA",23,111,402,470,117,65,28,2,22,76,78,61,1,123,1,6,0,4,26,0,0.291044776,"19953"
"Mickey Moniak","PHI","AAA",23,99,365,409,87,49,15,8,15,42,65,31,4,101,4,8,1,3,5,2,0.238356164,"19956"
"Blake Rutherford","CHW","AAA",24,115,448,476,112,68,30,3,11,59,54,21,1,119,3,4,0,10,4,1,0.25,"19957"
"Eguy Rosario","SDP","AA",21,114,420,481,118,72,31,3,12,65,61,49,1,109,6,5,0,6,30,14,0.28095238,"19964"
"Conner Capel","STL","AA,AAA",24,117,369,419,95,60,17,4,14,55,51,43,1,81,3,4,0,5,6,4,0.257452574,"19983"
"Bryce Johnson","SFG","AAA",25,100,353,407,101,72,15,5,9,65,44,48,1,108,4,1,1,6,30,4,0.28611898,"20002"
"Miles Mastrobuoni","TBR","AA,AAA",25,106,382,434,113,79,24,5,5,59,45,51,1,91,0,1,0,5,8,7,0.295811518,"20017"
"Kramer Robertson","STL","AAA",26,118,391,466,99,62,22,4,11,66,62,62,0,81,9,3,1,6,11,1,0.25319693,"20022"
"Hunter Owen","PIT","AAA",27,97,328,366,77,46,11,0,20,55,53,29,2,124,6,3,0,5,2,2,0.234756097,"20034"
"Brian Miller","MIA","AAA",25,113,396,443,106,85,16,3,2,53,34,34,0,88,2,4,7,7,36,8,0.267676767,"20047"
"Bligh Madris","PIT","AA,AAA",25,114,360,418,96,61,25,1,9,45,56,47,1,76,4,6,1,8,2,4,0.266666666,"20054"
"Alan Trejo","COL","AAA",25,90,334,363,93,36,34,6,17,56,72,23,0,78,1,3,2,2,2,4,0.278443113,"20056"
"Mark Contreras","MIN","AA,AAA",26,114,410,470,103,50,30,3,20,72,74,43,2,139,13,4,0,6,15,5,0.251219512,"20122"
"Matthew Batten","SDP","AA,AAA",26,123,440,495,129,105,15,3,6,72,41,53,0,126,0,2,0,5,28,6,0.293181818,"20157"
"J.J. Matijevic","HOU","AA,AAA",25,109,402,457,102,51,23,3,25,67,75,53,0,135,1,1,0,13,6,1,0.253731343,"20165"
"Miguel Vargas","LAD","A+,AA",21,120,483,542,154,102,27,2,23,98,76,45,0,89,7,7,0,9,11,1,0.318840579,"20178"
"Kevin Smith","TOR","AAA",24,94,355,410,101,49,27,4,21,65,69,46,1,97,4,3,2,5,18,3,0.284507042,"20242"
"Corey Julks","HOU","AA",25,85,338,372,97,58,23,2,14,67,36,32,3,84,1,1,0,4,15,5,0.286982248,"20311"
"Brewer Hicklen","KCR","AA",25,107,362,424,88,54,15,3,16,70,57,52,0,132,6,2,2,6,40,4,0.243093922,"20450"
"Seth Beer","ARI","AAA",24,100,362,435,104,55,33,0,16,73,59,39,1,76,30,4,0,7,0,0,0.287292817,"20493"
"Drew Waters","ATL","AAA",22,103,404,459,97,63,22,1,11,70,37,47,0,142,7,1,0,5,28,9,0.240099009,"20505"
"Jack Larsen","SEA","A+,AA",26,109,410,491,121,68,31,3,19,80,84,73,1,113,5,3,0,4,13,7,0.295121951,"20510"
"Nolan Jones","CLE","AAA",23,99,341,407,81,42,25,1,13,60,48,59,1,122,5,2,0,7,10,2,0.237536656,"20529"
"Mickey McDonald","OAK","AA,AAA",26,106,364,430,111,88,17,4,2,69,38,51,1,89,10,3,2,2,18,0,0.304945054,"20533"
"Vidal Brujan","TBR","AAA",23,103,389,441,102,58,31,1,12,77,56,49,0,68,1,1,1,7,44,8,0.262210796,"20536"
"Jose Miranda","MIN","AA,AAA",23,127,535,591,184,122,32,0,30,97,94,42,3,74,11,3,0,12,4,4,0.343925233,"20538"
"Elehuris Montero","COL","AA,AAA",22,120,431,500,120,70,20,2,28,69,86,53,0,110,7,9,0,5,0,0,0.278422273,"20543"
"CJ Alexander","ATL","AA",24,87,304,330,60,29,17,4,10,32,31,24,0,105,1,1,0,5,14,1,0.197368421,"20557"
"Kody Clemens","DET","A,AAA",25,100,380,424,93,54,15,6,18,66,61,36,0,98,2,6,0,4,4,1,0.244736842,"20572"
"Ivan Herrera","STL","AA,AAA",21,99,367,441,84,54,13,0,17,50,63,60,0,96,7,7,0,10,2,3,0.228882833,"20599"
"Carlos Perez","CHW","AA,AAA",24,111,422,456,109,72,23,1,13,48,59,27,1,46,5,2,0,19,1,0,0.258293838,"20805"
"Dermis Garcia","NYY","AA",23,109,385,443,81,38,11,1,31,58,67,52,1,168,3,3,0,4,10,2,0.21038961,"20926"
"Oscar Gonzalez","CLE","AA,AAA",23,121,478,504,140,84,24,1,31,70,83,22,1,112,4,0,0,6,1,1,0.292887029,"20970"
"Trey Cabbage","MIN","A+,AA",24,108,387,439,102,53,20,2,27,61,82,47,2,160,3,2,0,1,6,0,0.263565891,"21078"
"Alejo Lopez","CIN","AA,AAA",25,92,356,409,114,81,27,0,6,72,44,45,1,32,5,3,0,17,9,3,0.320224719,"21127"
"Sean Bouchard","COL","AA",25,91,342,381,91,44,30,3,14,58,46,33,0,101,4,2,0,6,8,4,0.266081871,"21270"
"Michael Papierski","HOU","AAA",25,103,333,410,82,55,18,2,7,41,46,64,0,85,9,3,1,9,1,5,0.246246246,"21386"
"Brandon Lockridge","NYY","A+,AA",24,75,299,327,89,58,16,2,13,51,46,22,0,85,4,2,0,4,18,2,0.297658862,"21496"
"Luken Baker","STL","AA,AAA",24,93,353,398,88,41,21,0,26,52,70,38,0,105,3,4,0,5,0,0,0.249291784,"21497"
"Nick Fortes","MIA","AA,AAA",24,95,330,378,81,56,17,1,7,37,44,32,1,54,12,3,0,14,5,2,0.245454545,"21538"
"Coco Montes","COL","AA",24,116,431,474,111,58,37,3,13,51,60,33,0,120,6,4,0,11,3,4,0.257540603,"21547"
"Romy Gonzalez","CHW","AA,AAA",24,93,357,404,101,60,17,0,24,61,61,43,2,112,3,1,0,6,24,6,0.282913165,"21562"
"Kyle Isbel","KCR","AAA",24,105,394,451,106,70,18,3,15,62,55,45,2,91,10,2,0,7,22,5,0.269035532,"21614"
"Jake McCarthy","ARI","AA,AAA",23,85,328,368,83,43,14,11,15,63,54,37,0,95,2,1,0,1,29,4,0.25304878,"21622"
"Griffin Conine","MIA","A+,AA",23,108,394,461,86,37,11,2,36,63,84,58,2,185,8,1,0,9,3,1,0.218274111,"21626"
"Ford Proctor","TBR","AA",24,97,308,381,75,48,12,3,12,54,47,63,1,100,7,3,0,4,4,4,0.243506493,"21634"
"Luis De Los Santos","TOR","A+",23,91,376,407,95,56,25,2,12,50,65,16,1,93,10,5,0,11,4,5,0.252659574,"21682"
"Oswaldo Cabrera","NYY","AA,AAA",22,118,467,514,127,65,31,2,29,72,89,41,0,127,1,3,2,4,21,5,0.271948608,"21707"
"Enmanuel Valdez","HOU","A+,AA",22,98,365,416,93,44,22,1,26,63,90,38,1,89,4,7,0,6,5,2,0.25479452,"21716"
"Jose Fermin","CLE","AA,AAA",22,88,306,348,80,55,16,2,7,44,41,24,0,42,10,3,4,8,4,4,0.261437908,"21746"
"Esteury Ruiz","SDP","AA",22,84,309,353,77,49,16,2,10,52,42,28,0,73,9,2,5,3,36,7,0.249190938,"21780"
"Andres Chaparro","NYY","A,A+",22,101,359,433,96,57,21,3,15,71,73,60,1,93,9,5,0,10,4,4,0.26740947,"21797"
"Jonathan Aranda","TBR","A+,AA",23,100,348,411,115,74,22,5,14,73,65,42,0,76,15,6,0,6,5,2,0.33045977,"21837"
"Will Benson","CLE","AA,AAA",23,107,355,439,73,32,18,6,17,70,51,74,2,146,5,2,1,2,14,5,0.205633802,"21853"
"Bo Naylor","CLE","AA",21,87,313,356,59,35,13,1,10,41,44,37,1,112,3,1,1,3,10,0,0.188498402,"21865"
"Christopher Morel","CHC","AA,AAA",22,110,403,456,90,49,18,5,18,65,66,45,0,134,3,5,0,9,18,3,0.223325062,"21897"
"Rodolfo Castro","PIT","AA,AAA",22,80,320,350,79,45,18,1,15,50,55,22,1,83,4,4,0,7,7,4,0.246875,"21987"
"Steele Walker","TEX","AA,AAA",24,111,423,468,102,67,18,2,15,61,61,38,0,91,4,3,0,4,10,5,0.241134751,"22093"
"Nick Pratto","KCR","AA,AAA",22,124,445,545,118,47,28,7,36,98,98,83,1,157,9,8,0,1,12,5,0.265168539,"22117"
"Ryan Vilade","COL","AAA",22,117,468,518,133,93,28,5,7,82,44,38,1,92,4,6,2,11,12,5,0.284188034,"22165"
"Cal Mitchell","PIT","AA,AAA",22,115,402,440,112,79,20,1,12,44,62,24,1,75,8,5,0,7,6,7,0.278606965,"22169"
"Mark Vientos","NYM","AA,AAA",21,83,310,349,87,44,18,0,25,52,63,33,2,100,3,3,0,9,0,2,0.280645161,"22184"
"Brice Turang","MIL","AA,AAA",21,117,431,496,111,81,21,3,6,59,53,60,2,83,1,3,1,4,20,9,0.257540603,"22186"
"MJ Melendez","KCR","AA,AAA",22,123,448,531,129,63,22,3,41,95,103,75,0,115,1,7,0,3,3,6,0.287946428,"22197"
"Jeter Downs","BOS","AAA",22,99,357,405,68,45,9,0,14,39,39,38,0,131,4,5,1,7,18,3,0.19047619,"22202"
"Mason McCoy","BAL","AAA",26,112,408,455,90,54,21,6,9,49,43,40,0,133,0,4,3,5,13,3,0.220588235,"22232"
"Jack Suwinski","PIT","AA",22,111,367,449,96,56,17,4,19,68,58,70,1,125,5,5,2,2,11,8,0.261580381,"22244"
"Joe Perez","HOU","A,A+,AA",21,106,430,475,125,73,34,0,18,65,61,43,0,114,0,2,0,10,3,4,0.290697674,"22254"
"Bubba Thompson","TEX","AA",23,104,429,470,118,70,23,9,16,73,52,29,0,121,4,2,6,5,25,8,0.275058275,"22261"
"Nolan Gorman","STL","AA,AAA",21,119,480,523,134,88,20,1,25,71,75,38,1,115,2,3,0,7,7,1,0.279166666,"22263"
"Xavier Edwards","TBR","AA",21,79,291,337,88,72,13,3,0,40,27,36,0,42,1,4,5,3,19,11,0.302405498,"22266"
"Samad Taylor","TOR","AA",22,87,320,374,94,60,17,1,16,69,52,42,2,110,8,4,0,2,30,8,0.29375,"22274"
"Nick Allen","OAK","AA,AAA",22,89,340,380,98,73,17,2,6,48,41,29,0,76,3,4,4,9,12,7,0.288235294,"22277"
"Cal Stevenson","TBR","AA",24,92,295,365,75,50,15,1,9,51,41,56,0,78,1,7,6,3,17,5,0.254237288,"22411"
"Livan Soto","LAA","A+,AA",21,103,400,450,87,57,15,8,7,52,40,42,0,110,3,5,0,5,14,5,0.2175,"22471"
"Buddy Kennedy","ARI","A+,AA",22,96,348,406,101,66,11,2,22,61,60,50,1,98,5,3,0,8,16,4,0.290229885,"22505"
"Triston Casas","BOS","AA,AAA",21,86,308,371,86,54,15,3,14,63,59,57,0,71,3,3,0,7,7,3,0.279220779,"22514"
"Heliot Ramos","SFG","AA,AAA",21,116,449,495,114,72,25,3,14,66,56,42,0,138,4,0,0,9,15,4,0.25389755,"22515"
"Johnathan Rodriguez","CLE","A,A+",21,83,299,330,86,61,17,1,7,38,44,25,0,76,4,2,0,10,5,2,0.287625418,"22530"
"Lawrence Butler","OAK","A,A+",20,102,385,450,105,58,24,4,19,76,75,59,0,146,1,5,0,4,29,5,0.272727272,"22542"
"Michael Siani","CIN","A+",21,97,352,408,76,53,13,4,6,60,26,50,0,103,5,1,0,3,30,10,0.21590909,"22557"
"Gabriel Arias","CLE","AAA",21,115,436,483,124,79,29,3,13,64,55,39,0,110,5,3,0,10,5,1,0.284403669,"22563"
"Jordan Diaz","OAK","A+",20,90,333,365,96,58,24,1,13,46,56,25,0,58,2,5,0,13,2,3,0.288288288,"22650"
"Maikel Garcia","KCR","A,A+",21,104,412,480,120,88,21,7,4,78,50,62,1,73,0,5,1,7,35,6,0.291262135,"22715"
"Steward Berroa","TOR","A,AA",22,85,288,344,71,46,13,5,7,62,40,50,0,78,1,2,3,0,58,9,0.246527777,"22766"
"Geraldo Perdomo","ARI","AA,AAA",21,85,298,358,71,52,8,5,6,52,35,49,0,82,7,2,2,5,8,6,0.238255033,"22799"
"Oswald Peraza","NYY","A+,AA,AAA",21,115,465,511,138,92,26,2,18,76,58,37,0,111,7,2,0,7,38,10,0.296774193,"22823"
"Alexander Canario","SFG","A,A+",21,107,408,456,94,52,20,4,18,62,57,43,0,125,0,5,0,8,21,8,0.230392156,"22842"
"Wenceel Perez","DET","A,A+",21,113,422,476,108,79,18,7,4,67,43,43,1,85,4,2,5,6,22,2,0.25592417,"22857"
"Tucupita Marcano","PIT","AAA",21,93,355,412,89,68,11,3,7,60,39,53,0,59,0,3,1,3,12,5,0.250704225,"22871"
"Lenyn Sosa","CHW","A+,AA",21,115,451,474,122,86,24,1,11,55,56,16,0,105,4,2,0,10,3,5,0.270509977,"22896"
"Israel Pineda","WSN","A+",21,77,293,315,61,36,11,0,14,35,48,18,1,83,3,1,0,6,0,0,0.208191126,"22906"
"Yainer Diaz","CLE","A,A+",22,98,383,412,124,81,25,1,17,61,90,23,0,63,2,4,0,8,4,1,0.323759791,"23003"
"Jacob Amaya","LAD","AA",22,113,417,476,90,62,15,1,12,60,47,52,0,103,2,5,0,12,5,0,0.215827338,"23296"
"Ryan Noda","LAD","AA",25,113,384,475,96,51,15,1,29,73,78,74,2,127,12,5,0,4,3,1,0.25,"23312"
"Nelson Velazquez","CHC","A+,AA",22,103,385,425,104,59,23,2,20,56,73,30,5,132,7,2,1,0,17,2,0.27012987,"23359"
"Hunter Feduccia","LAD","AA",24,86,284,327,72,52,9,1,10,44,45,39,0,62,1,3,0,10,0,0,0.253521126,"23372"
"Jose Barrero","CIN","AA,AAA",23,85,330,380,100,61,19,1,19,62,66,36,1,84,8,5,1,13,16,4,0.303030303,"23378"
"Ryan Dorow","TEX","AA,AAA",25,102,369,417,94,50,27,2,15,61,47,42,0,112,3,3,0,3,3,2,0.254742547,"23559"
"Brayan Rocchio","CLE","A+,AA",20,108,441,491,122,76,26,5,15,79,63,33,0,106,15,2,0,2,21,10,0.27664399,"23690"
"Jose Tena","CLE","A+",20,107,413,447,116,73,25,2,16,58,58,27,2,117,5,2,0,4,10,5,0.28087167,"23691"
"Julio Rodriguez","SEA","A+,AA",20,74,291,340,101,67,19,2,13,64,47,43,1,66,6,0,0,5,21,5,0.347079037,"23697"
"Ronny Mauricio","NYM","A+,AA",20,108,423,453,105,65,15,5,20,58,64,26,0,112,3,1,0,7,11,7,0.24822695,"23698"
"Ezequiel Duran","TEX","A+",22,105,416,471,111,64,22,6,19,67,79,40,3,130,10,5,0,7,19,9,0.266826923,"23733"
"Wilyer Abreu","HOU","A+",22,82,287,331,77,45,15,1,16,52,50,38,0,99,5,1,0,1,10,11,0.268292682,"23772"
"Jordyn Adams","LAA","A+",21,71,277,307,60,46,7,2,5,37,27,28,0,116,1,1,0,3,18,4,0.216606498,"23788"
"Blaze Alexander","ARI","A+",22,92,339,389,74,45,16,3,10,60,38,44,0,126,5,1,0,7,17,4,0.218289085,"23789"
"Alek Thomas","ARI","AA,AAA",21,106,435,495,136,77,29,12,18,86,59,52,0,99,7,1,0,4,13,9,0.312643678,"23792"
"Jordan Groshans","TOR","AA",21,75,278,316,81,51,23,0,7,46,40,34,0,61,1,3,0,5,0,0,0.291366906,"23794"
