Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Will Simpson","OAK","A+,AA",22,127,465,550,131,78,31,4,18,78,90,76,1,135,1,8,0,3,5,3,0.28172043,"sa3022530"
"Nate Nankil","OAK","A,A+",21,111,402,475,122,83,27,1,11,53,70,52,0,89,18,3,0,10,3,3,0.303482587,"sa3022532"
"Mark Coley II","MIA","A,A+",23,113,412,482,93,54,16,11,12,76,43,49,0,146,21,0,0,0,33,3,0.225728155,"sa3022534"
"Brock Vradenburg","MIA","A,A+",22,125,431,517,89,58,19,2,10,46,64,79,0,144,1,6,0,4,20,10,0.206496519,"sa3022537"
"Ryan Lasko","OAK","A,A+",22,123,475,569,110,77,26,1,6,70,47,79,0,138,12,3,0,15,33,7,0.231578947,"sa3022539"
"Cole Conn","OAK","A,A+",22,94,312,384,74,53,13,1,7,45,47,54,0,80,9,5,4,6,10,2,0.237179487,"sa3022540"
"Jonah Cox","SFG","A,A+",22,100,389,460,104,82,9,8,5,80,39,58,0,121,11,1,1,0,58,9,0.267352185,"sa3022541"
"Kyle Karros","COL","A+",21,123,472,539,147,97,33,2,15,64,78,54,1,123,9,4,0,11,12,5,0.311440677,"sa3022559"
"Kevin Sim","ARI","A+",22,107,356,391,71,46,16,1,8,43,31,28,0,104,6,1,0,6,5,3,0.199438202,"sa3022560"
"Jack Hurley","ARI","A+",22,117,458,505,112,67,29,4,12,67,61,36,0,136,6,5,0,3,14,6,0.244541484,"sa3022564"
"Mitch Jebb","PIT","A+",22,113,431,497,109,84,12,7,6,76,42,56,0,95,3,3,4,7,43,8,0.252900232,"sa3022565"
"Max Anderson","DET","A+,AA",22,126,507,549,135,99,22,3,11,64,76,35,0,77,3,4,0,10,1,0,0.266272189,"sa3022567"
"Ryan Johnson","HOU","A+",23,105,362,412,73,49,10,0,14,56,33,41,0,170,7,2,0,4,9,2,0.201657458,"sa3022569"
"Nehomar Ochoa Jr.","HOU","A",18,103,343,394,76,50,15,1,10,44,44,38,0,116,11,2,0,1,17,5,0.221574344,"sa3022572"
"Ryan Ignoffo","MIA","A,A+",23,103,386,425,125,83,34,2,6,48,58,35,2,49,0,4,0,8,21,6,0.323834196,"sa3022573"
"Trevor Werner","KCR","A+",23,119,436,503,87,53,18,5,11,54,53,55,0,178,5,7,0,2,20,4,0.199541284,"sa3022592"
"Cole Carrigg","COL","A+,CPX",22,115,456,528,129,82,16,14,17,87,65,51,0,100,8,8,5,5,53,12,0.282894736,"sa3022596"
"Bryson Ware","PHI","A,A+",23,102,363,414,82,51,17,4,10,47,52,39,0,105,9,3,0,8,14,5,0.225895316,"sa3022597"
"Jake Gelof","LAD","A,A+",22,109,383,463,82,49,20,3,10,58,67,66,1,103,2,12,0,8,20,4,0.214099216,"sa3022600"
"RJ Schreck","TOR","A+,AA",23,114,398,492,100,52,29,2,17,69,63,77,2,81,14,3,0,7,13,3,0.251256281,"sa3022602"
"Brett Bateman","CHC","A+,AA",22,107,405,487,110,94,12,3,1,65,30,71,0,86,4,4,3,6,30,8,0.271604938,"sa3022603"
"Avery Owusu-Asiedu","PHI","A",21,98,312,357,60,38,11,2,9,46,27,37,0,129,5,2,1,7,17,3,0.192307692,"sa3022604"
"Myles Naylor","OAK","A",19,115,416,499,80,50,17,2,11,48,58,79,1,173,1,2,1,12,6,0,0.192307692,"sa3022605"
"Jay Harry","MIN","A+",21,109,395,448,84,48,23,1,12,45,53,36,0,97,12,5,0,6,5,5,0.212658227,"sa3022607"
"Keaton Anthony","PHI","A,A+,AA",23,103,379,444,124,94,20,2,8,52,67,50,2,68,9,4,0,11,3,1,0.327176781,"sa3022608"
"Aidan Miller","PHI","A,A+,AA",20,102,395,462,103,58,28,6,11,64,60,56,0,100,10,1,0,1,23,5,0.260759493,"sa3022609"
"Caleb Hobson","COL","A",22,111,377,463,94,71,12,4,7,79,37,69,1,129,7,5,5,8,46,6,0.24933687,"sa3022610"
"Aidan Smith","SEA","A",19,97,368,444,106,61,33,1,11,80,53,64,0,103,8,4,0,4,41,6,0.288043478,"sa3022611"
"Sammy Stafura","CIN","A,CPX",19,92,345,421,93,66,13,6,8,70,54,64,1,104,5,5,0,3,31,5,0.269565217,"sa3022612"
"Brandon Winokur","MIN","A",19,94,362,411,90,54,19,3,14,60,54,34,0,115,10,4,0,9,23,6,0.248618784,"sa3022613"
"Luke Keaschall","MIN","A+,AA",21,102,379,464,115,78,21,1,15,80,48,62,1,80,18,5,0,5,23,6,0.303430079,"sa3022614"
"Matt Shaw","CHC","AA,AAA",22,121,443,523,126,82,19,4,21,78,71,62,0,95,10,7,0,6,31,11,0.284424379,"sa3022615"
"Ethan O'Donnell","CIN","A+",22,104,361,415,97,70,11,6,10,61,40,40,1,108,11,1,2,1,31,5,0.26869806,"sa3022616"
"Arturo Disla","TEX","A,A+",23,121,445,498,122,78,25,0,19,52,71,43,0,101,9,1,0,12,4,3,0.274157303,"sa3022618"
"Caleb Cali","SEA","A,A+",23,117,429,512,110,63,27,4,16,75,81,73,0,138,6,4,0,6,9,3,0.256410256,"sa3022651"
"Carson Jones","SEA","A",23,102,398,454,100,62,20,5,13,71,68,41,0,142,6,6,1,2,37,5,0.251256281,"sa3022652"
"Jace Bohrofen","TOR","A+",22,112,409,485,104,61,27,2,14,63,57,60,0,115,12,3,0,7,10,3,0.254278728,"sa3022653"
"Quincy Scott","TEX","A+",21,103,324,383,71,56,13,1,1,29,41,43,0,89,11,5,0,6,10,4,0.219135802,"sa3022656"
"Kendall George","LAD","A",19,86,341,404,95,84,6,4,1,75,31,57,0,83,3,3,0,4,36,12,0.278592375,"sa3022660"
"Andrew Pinckney","WSN","AA,AAA",23,137,520,580,134,100,22,4,8,65,50,43,0,167,13,2,2,4,27,10,0.257692307,"sa3022670"
"Braylen Wimmer","COL","A",23,118,460,529,131,93,21,3,14,94,64,48,0,107,12,7,2,10,34,5,0.284782608,"sa3022671"
"Marcus Brown","WSN","A,A+",22,106,380,414,74,49,19,3,3,53,41,23,0,79,9,1,1,8,6,2,0.194736842,"sa3022676"
"Garret Guillemette","HOU","A+",22,98,339,383,72,47,15,0,10,43,47,36,0,105,6,2,0,4,4,0,0.21238938,"sa3022677"
"Brandon Pimentel","WSN","A",24,111,420,465,115,83,22,2,8,49,85,22,1,106,16,7,0,9,18,4,0.273809523,"sa3022678"
"Phillip Glasser","WSN","A,A+,AA",24,108,396,464,118,86,23,1,8,70,48,54,1,68,9,3,2,9,23,6,0.297979797,"sa3022680"
"Max Clark","DET","A,A+",19,107,420,490,117,81,21,6,9,75,75,61,1,94,4,4,1,2,29,4,0.278571428,"sa3022683"
"Nick Goodwin","TOR","A+",22,109,402,451,81,54,16,2,9,37,44,33,0,116,13,3,0,12,7,4,0.201492537,"sa3022685"
"Justin Wishkoski","SFG","A+,AA",23,113,386,444,99,72,19,1,7,54,49,38,0,78,15,3,2,5,18,4,0.256476683,"sa3022686"
"Jared Dickey","KCR","A+",22,115,421,478,109,80,15,4,10,51,55,42,0,87,12,3,0,6,10,6,0.258907363,"sa3022688"
"Charlie Szykowny","SFG","A,A+",24,94,359,412,106,68,26,6,6,48,56,30,0,83,13,10,0,3,4,1,0.295264623,"sa3022689"
"Yahil Melendez","CHC","CPX",18,53,179,218,48,29,13,3,3,47,23,30,1,62,8,1,0,2,11,6,0.268156424,"sa3022692"
"Spencer Nivens","KCR","A+,CPX",22,101,366,422,92,50,18,3,21,59,61,50,1,113,2,4,0,2,7,4,0.25136612,"sa3022697"
"Scott Bandura","SFG","A,A+,CPX",22,85,322,380,78,53,16,3,6,62,53,46,0,96,9,3,0,7,24,5,0.242236024,"sa3022699"
"Quinn McDaniel","SFG","A+",21,116,433,511,102,65,20,4,13,62,56,67,0,166,7,3,1,4,40,7,0.235565819,"sa3022701"
"Pascanel Ferreras","HOU","A+,AA",22,109,395,454,88,59,14,6,9,47,42,47,0,122,10,2,0,15,10,4,0.22278481,"sa3022702"
"Jackson Hornung","TOR","A+",23,112,407,463,105,72,25,2,6,43,47,45,0,114,8,3,0,10,0,0,0.257985257,"sa3022704"
"Roc Riggio","NYY","A+",22,106,398,480,88,45,27,5,11,70,47,71,1,97,8,2,1,6,27,6,0.221105527,"sa3022750"
"Dylan Campbell","LAD","A+",21,115,435,493,109,77,21,1,10,64,53,50,1,110,4,4,0,3,42,7,0.250574712,"sa3022751"
"Poncho Ruiz","MIN","A,A+",22,92,319,377,79,51,24,0,4,38,41,48,0,69,5,5,0,11,3,1,0.247648902,"sa3022752"
"Caden Connor","CHW","A,A+",23,121,460,532,135,92,33,3,7,65,76,58,0,92,5,9,0,5,7,1,0.29347826,"sa3022755"
"Blake Mitchell","KCR","A,A+",19,111,396,486,92,55,16,3,18,66,51,80,2,149,7,3,0,2,26,7,0.232323232,"sa3022756"
"Bryce Eldridge","SFG","A,A+,AA,AAA",19,116,446,519,129,77,27,2,23,76,91,59,3,132,5,9,0,3,6,0,0.289237668,"sa3022757"
"Justin Johnson","KCR","A+",24,101,334,400,79,51,24,1,3,54,35,51,0,76,9,4,1,8,16,5,0.236526946,"sa3022758"
"Ryan Galanie","CHW","A,A+",24,106,383,457,102,67,13,5,17,55,73,55,0,96,14,5,0,11,4,1,0.266318537,"sa3022759"
"Tavian Josenberger","BAL","A+,AA",22,86,311,372,73,45,14,5,9,64,39,51,0,61,2,1,7,4,50,6,0.234726688,"sa3022808"
"Dominic Pitelli","CIN","A,AA",22,113,403,460,102,75,18,5,4,50,35,47,0,120,3,2,5,8,43,11,0.253101736,"sa3022809"
"Austin Deming","HOU","A+,AA",24,113,401,458,105,62,24,0,19,55,63,42,0,124,12,2,0,9,13,3,0.261845386,"sa3022813"
"Matthew Etzel","BAL","A+,AA",22,119,426,484,116,79,18,8,11,66,66,47,2,114,4,7,0,4,45,12,0.272300469,"sa3022815"
"George Wolkow","CHW","A,CPX",18,91,335,392,86,51,18,4,13,52,56,47,1,158,7,3,0,3,9,2,0.256716417,"sa3022817"
"Sheng-En Lin","CIN","CPX",18,49,172,215,53,42,4,6,1,29,34,36,0,68,0,5,2,2,12,3,0.308139534,"sa3022820"
"Charles McAdoo","PIT","A+,AA",22,124,451,519,126,76,27,6,17,68,78,54,2,128,9,5,0,6,21,4,0.279379157,"sa3022823"
"Carson Roccaforte","KCR","A+",22,122,471,535,98,60,23,5,10,59,62,56,0,139,3,5,0,2,34,13,0.20806794,"sa3022825"
"Devin Saltiban","PHI","A",19,97,346,411,82,51,13,1,17,68,53,50,0,102,10,4,0,4,22,2,0.236994219,"sa3022827"
"Dustin Dickerson","KCR","A+",23,105,352,434,79,68,9,0,2,58,38,69,0,100,5,3,4,7,9,5,0.224431818,"sa3022828"
"Coby Morales","NYY","A,A+",22,113,375,442,95,79,11,1,4,60,55,58,0,129,8,1,0,5,34,8,0.253333333,"sa3022829"
"Dylan Jasso","NYY","A,A+",21,120,441,508,107,63,30,3,11,63,67,50,0,124,10,7,0,5,2,0,0.242630385,"sa3022830"
"Jonathon Long","CHC","A+,AA",22,114,406,489,115,77,21,0,17,86,70,69,1,101,7,7,0,9,2,0,0.283251231,"sa3022864"
"Josh Moylan","NYY","A+",21,101,341,406,84,56,18,2,8,52,42,55,1,102,6,4,0,6,3,3,0.24633431,"sa3022865"
"Eric Bitonti","MIL","A,CPX",18,79,294,358,83,41,23,3,16,62,66,59,2,100,2,3,0,4,12,3,0.282312925,"sa3022866"
"Cooper Pratt","MIL","A,A+",19,96,347,406,96,70,15,3,8,56,45,42,0,81,8,6,1,4,27,3,0.27665706,"sa3022867"
"Alfonsin Rosario","CHC","A",20,109,383,456,88,50,18,4,16,61,73,56,0,147,13,4,0,4,20,5,0.229765013,"sa3022868"
"Mac Horvath","TBR","A+",22,102,384,444,88,49,23,3,13,61,59,48,0,115,5,7,0,3,35,2,0.229166666,"sa3022885"
"Kyle Teel","BOS","AA,AAA",22,112,427,505,123,87,23,0,13,88,78,68,0,116,4,6,0,9,12,5,0.288056206,"sa3022886"
"Sam Shaw","TOR","CPX",19,51,168,209,37,28,6,1,2,22,14,35,0,21,3,2,0,2,10,8,0.220238095,"sa3022889"
"Adrian Santana","TBR","A",18,103,417,455,100,76,21,3,0,55,35,34,0,72,2,1,1,9,51,9,0.239808153,"sa3022890"
"Jim Jarvis","DET","A,A+",23,116,413,480,98,72,18,3,5,66,41,55,0,64,6,6,0,5,25,7,0.237288135,"sa3022891"
"Arjun Nimmala","TOR","A,CPX",18,90,340,391,79,35,20,7,17,63,47,39,0,120,9,3,0,5,9,1,0.232352941,"sa3022892"
"Colton Ledbetter","TBR","A+",22,109,395,446,108,63,23,6,16,60,65,36,0,126,7,8,0,1,34,7,0.273417721,"sa3022897"
"Enrique Bradfield Jr.","BAL","A+,AA",22,108,404,469,110,83,18,5,4,88,35,50,0,72,6,4,5,3,74,13,0.272277227,"sa3022917"
"Hunter Haas","TBR","A+",22,108,362,416,70,45,17,2,6,36,41,36,0,110,9,6,3,1,11,4,0.193370165,"sa3022918"
"Tre' Morgan","TBR","A,A+,AA",21,100,373,437,121,85,23,3,10,72,68,48,0,48,7,3,0,3,20,7,0.324396782,"sa3022919"
"Brayden Taylor","TBR","A+,AA",22,114,424,508,106,51,27,8,20,88,62,76,0,141,3,4,1,2,29,7,0.25,"sa3022921"
"Alberth Palma","TBR","DSL",18,36,126,153,34,29,5,0,0,23,19,16,0,15,4,4,3,4,18,4,0.269841269,"sa3022924"
"David Smith","DET","A",23,106,313,414,62,42,14,3,3,69,40,83,0,94,12,5,1,4,29,7,0.198083067,"sa3022925"
"Boston Baro","NYM","A,A+",19,95,367,419,102,74,19,5,4,53,47,46,0,76,2,4,0,4,9,1,0.277929155,"sa3022962"
"A.J. Ewing","NYM","A,CPX",19,90,313,382,73,47,13,3,10,59,49,63,0,109,2,4,0,4,13,6,0.233226837,"sa3022963"
"Colin Houck","NYM","A",19,112,408,471,84,58,16,5,5,40,51,49,1,171,10,4,0,6,8,4,0.205882352,"sa3022964"
"Tai Peete","SEA","A",18,115,468,528,126,84,26,9,7,72,71,55,1,162,0,5,0,5,45,5,0.269230769,"sa3022966"
"Jake Zitella","NYM","CPX",19,45,147,172,37,25,9,1,2,22,16,17,0,41,7,1,0,4,1,1,0.25170068,"sa3022968"
"Darling Fernandez","OAK","DSL",18,50,174,214,46,29,15,0,2,39,24,33,0,24,3,4,0,1,14,1,0.264367816,"sa3022969"
"Kristian Campbell","BOS","A+,AA,AAA",22,115,430,517,142,87,32,3,20,94,77,74,1,103,11,2,0,8,24,8,0.330232558,"sa3023011"
"Ralphy Velazquez","CLE","A,A+",19,101,377,453,87,52,23,1,11,61,61,66,1,95,4,6,0,7,8,2,0.23076923,"sa3023013"
"Tommy Hawke","CLE","A",21,88,323,391,85,66,12,6,1,59,22,59,1,78,4,4,1,1,37,11,0.263157894,"sa3023055"
"Jonah Advincula","CLE","A+",23,99,306,373,76,58,10,3,5,45,42,54,0,75,9,3,1,3,32,4,0.248366013,"sa3023056"
"C.J. Kayfus","CLE","A+,AA",22,107,405,481,118,69,26,6,17,70,92,59,0,117,12,5,0,6,5,2,0.291358024,"sa3023068"
"Cooper Ingle","CLE","A+,AA",22,93,341,408,104,68,24,1,11,54,67,65,0,56,2,0,0,4,7,1,0.304985337,"sa3023069"
"Alex Mooney","CLE","A+",21,105,405,473,95,58,22,3,12,73,55,50,0,100,14,4,0,7,43,6,0.234567901,"sa3023070"
"Jackson Castillo","NYY","A,A+",21,103,340,415,91,58,21,3,9,62,52,66,1,80,3,6,0,8,21,6,0.267647058,"sa3023111"
"Ryan Wilson","SDP","A",22,99,341,427,73,57,11,3,2,52,43,61,0,65,20,5,0,8,5,2,0.214076246,"sa3023141"
"Antonio Anderson","BOS","A",19,108,404,482,75,52,17,1,5,53,34,69,0,122,6,3,0,8,3,4,0.185643564,"sa3023167"
"George Lombard Jr.","NYY","A,A+",19,110,425,497,98,66,25,2,5,56,45,61,1,114,9,2,0,3,39,8,0.230588235,"sa3023233"
"Rikuu Nishida","CHW","A,A+,AA",23,127,484,587,147,127,13,6,1,114,44,86,1,64,10,2,5,5,49,12,0.303719008,"sa3023234"
"Jaron Elkins","LAD","CPX",19,57,186,228,53,34,11,3,5,43,30,33,0,80,8,1,0,1,20,7,0.284946236,"sa3023288"
"Leodalis De Vries","SDP","A",17,75,299,360,71,35,22,3,11,63,38,50,0,84,9,2,0,1,13,2,0.237458193,"sa3023363"
"Sam Brown","LAA","AA",22,126,440,505,94,65,23,2,4,44,53,44,0,105,12,7,2,16,5,0,0.213636363,"sa3023367"
"Colby Shade","MIA","A,A+",22,114,413,483,108,74,24,2,8,80,44,44,0,135,21,3,2,2,45,8,0.26150121,"sa3023374"
"Julian Brock","TEX","A",23,95,351,393,89,62,17,4,6,54,41,31,1,111,5,6,0,5,7,6,0.253561253,"sa3023424"
"Christian Knapczyk","CLE","A",22,92,320,399,80,59,12,7,2,56,41,56,0,70,16,6,1,2,18,8,0.25,"sa3023425"
"Nelly Taylor","BOS","A,A+",21,111,407,475,95,57,26,4,8,74,54,63,0,119,2,3,0,4,33,10,0.233415233,"sa3023426"
"Cesar Hernandez","HOU","A",21,94,335,382,77,58,15,2,2,52,34,30,0,85,12,5,0,2,34,7,0.229850746,"sa3023547"
"Payton Eeles","MIN","A,A+,AAA",24,111,372,469,114,75,19,8,12,87,60,67,2,68,23,7,0,7,41,10,0.306451612,"sa3023622"
"Ichiro Cano",,"DSL",19,46,134,173,38,28,8,1,1,19,31,34,0,30,2,3,0,1,11,4,0.283582089,"sa3023708"
"Adolfo Sanchez",,"DSL",17,45,139,177,30,19,6,3,2,23,18,30,0,60,3,5,0,0,11,2,0.215827338,"sa3023709"
"Pablo Nunez",,"DSL",17,46,140,171,36,27,6,3,0,28,16,24,0,16,3,3,1,1,11,2,0.257142857,"sa3023710"
"Naibel Mariano",,"DSL",17,49,165,201,31,25,4,1,1,28,22,27,0,54,8,1,0,1,3,5,0.187878787,"sa3023711"
"Franco Willias","SFG","DSL",19,39,131,154,34,21,8,2,3,26,11,7,0,34,14,1,1,1,8,5,0.259541984,"sa3023714"
"Diover De Aza","NYM","DSL",16,47,154,187,34,28,4,1,1,28,23,25,0,65,3,5,0,2,5,5,0.22077922,"sa3023715"
"Justin Barry","BOS","DSL",17,41,135,161,28,16,7,2,3,25,20,18,0,37,4,4,0,0,8,0,0.207407407,"sa3023716"
"Paulino Santana","TEX","DSL",17,53,195,260,57,47,6,4,0,46,30,52,0,38,12,1,0,4,20,5,0.292307692,"sa3023718"
"Dawel Joseph","SEA","DSL",17,47,150,179,20,14,6,0,0,16,2,27,0,52,2,0,0,4,3,2,0.133333333,"sa3023719"
"Yovanny Rodriguez","NYM","DSL",17,44,146,181,32,19,8,3,2,28,25,30,0,34,3,2,0,4,4,2,0.219178082,"sa3023720"
"Leonardo Pineda","TBR","DSL",17,45,162,196,41,28,10,1,2,26,21,31,0,43,2,1,0,1,12,4,0.253086419,"sa3023721"
"Curley Martha","TEX","DSL",17,54,206,248,58,40,11,2,5,48,42,28,0,55,12,2,0,3,19,4,0.281553398,"sa3023722"
"Luis Cova","MIA","DSL",17,55,184,229,44,31,9,1,3,44,26,35,0,23,7,3,0,3,36,8,0.239130434,"sa3023723"
"Vladimir Asencio","BOS","DSL",17,43,133,164,22,19,2,1,0,21,13,21,0,39,9,1,0,0,14,5,0.165413533,"sa3023724"
"Bralyn Brazoban","PIT","DSL",17,45,148,174,23,17,4,2,0,23,16,22,0,61,3,1,0,2,10,1,0.155405405,"sa3023725"
"Yolfran Castillo","TEX","CPX,DSL",17,35,130,163,49,44,5,0,0,37,26,27,0,15,2,3,0,1,10,4,0.376923076,"sa3023726"
"Leandro Romero","SEA","DSL",17,49,148,181,33,23,8,2,0,23,13,30,0,46,2,1,0,0,4,4,0.222972972,"sa3023727"
"Bohan Adderley","NYM","DSL",17,47,153,188,35,25,7,2,1,30,27,28,0,49,4,3,0,6,27,1,0.228758169,"sa3023728"
"Rashawn Pinder","TEX","DSL",17,55,221,270,60,43,10,4,3,48,31,36,0,58,9,3,1,5,22,3,0.271493212,"sa3023729"
"Justin Capellan","NYY","DSL",17,41,128,156,31,18,12,0,1,16,25,17,0,33,9,2,0,0,11,2,0.2421875,"sa3023731"
"Gregori Arias","MIA","DSL",17,53,172,229,39,26,8,3,2,39,16,47,0,69,8,0,2,0,23,7,0.226744186,"sa3023734"
"Jaset Martinez",,"DSL",17,45,138,173,36,20,11,3,2,31,24,30,1,25,4,1,0,4,2,0,0.260869565,"sa3023735"
"Yordani Martinez","MIA","DSL",17,36,124,155,21,13,4,4,0,15,13,20,0,28,9,1,1,2,21,2,0.169354838,"sa3023738"
"Carlos Matias","TBR","DSL",17,42,146,166,36,25,7,1,3,17,22,15,0,37,4,1,0,5,7,0,0.246575342,"sa3023744"
"Dexters Peralta","NYY","DSL",16,46,169,194,37,26,7,1,3,33,13,21,0,57,4,0,0,4,26,4,0.218934911,"sa3023745"
"Franchely Silverio","HOU","DSL",17,49,161,179,34,25,7,1,1,17,15,15,0,37,3,0,0,3,2,5,0.211180124,"sa3023746"
"Richard Matic","NYY","DSL",16,46,153,186,30,22,8,0,0,22,14,23,0,43,9,1,0,1,6,2,0.196078431,"sa3023749"
"Jirvin Morillo","CIN","DSL",17,39,114,156,29,12,14,1,2,31,23,40,0,21,0,2,0,2,3,2,0.254385964,"sa3023751"
"Jose Castro","MIA","DSL",17,52,169,219,25,17,3,0,5,34,22,44,0,73,4,2,0,2,8,6,0.147928994,"sa3023752"
"Jhoan Peguero","BOS","DSL",18,49,167,201,42,30,9,2,1,35,22,27,0,43,3,4,0,2,15,1,0.251497005,"sa3023754"
"Justin Gonzales","BOS","DSL",17,47,172,192,55,35,11,4,5,29,29,19,0,20,1,0,0,2,8,3,0.319767441,"sa3023757"
"Anderson Fermin","BOS","DSL",17,49,181,224,53,46,6,1,0,33,23,35,0,22,3,4,1,2,12,6,0.292817679,"sa3023759"
"Edwin Brito","BOS","DSL",17,51,171,205,43,27,6,2,8,27,32,21,0,46,10,3,0,3,2,1,0.251461988,"sa3023760"
"Avinson Pinto","BOS","DSL",17,44,150,172,48,41,4,2,1,30,16,17,0,15,5,0,0,3,12,6,0.32,"sa3023761"
"Tavano Baker","BOS","DSL",17,40,144,159,35,26,5,3,1,23,18,11,0,25,3,1,0,3,6,0,0.243055555,"sa3023762"
"Givian Sirvania","BOS","DSL",16,36,117,148,26,20,6,0,0,19,5,22,0,26,9,0,0,3,19,7,0.222222222,"sa3023765"
"Ilan Fernandez","BOS","DSL",17,43,147,179,41,33,4,3,1,25,16,18,0,23,10,4,0,3,10,1,0.278911564,"sa3023766"
"Moises Bolivar","BOS","DSL",16,46,156,183,40,27,8,2,3,23,27,23,0,31,1,3,0,5,6,0,0.256410256,"sa3023770"
"Omar Mejia","KCR","DSL",17,41,127,158,28,24,3,0,1,16,12,27,0,43,0,2,2,4,10,3,0.22047244,"sa3023773"
"Deinys Gonzalez","TBR","DSL",17,46,143,178,29,18,8,0,3,25,18,19,0,37,14,2,0,1,6,2,0.202797202,"sa3023774"
"Kendrick Herrera","PIT","DSL",17,45,139,172,36,27,5,3,1,25,29,29,0,25,2,2,0,3,9,2,0.258992805,"sa3023776"
"Manuel De Cesare","SEA","DSL",17,47,158,168,39,31,7,1,0,12,14,7,0,40,2,1,0,5,1,1,0.246835443,"sa3023777"
"Amauri Ramirez","HOU","DSL",17,48,142,165,30,20,8,1,1,19,13,21,0,31,1,1,0,1,5,3,0.211267605,"sa3023778"
"Albert Jimenez","SFG","DSL",17,45,163,186,43,27,12,1,3,22,26,18,0,41,2,3,0,4,0,1,0.26380368,"sa3023780"
"Andres Torres","TBR","DSL",17,41,147,172,35,27,5,2,1,28,27,24,0,33,1,0,0,4,12,2,0.238095238,"sa3023781"
"Sandy Luciano","KCR","DSL",17,42,132,158,31,22,8,0,1,18,20,25,0,19,0,1,0,4,7,1,0.234848484,"sa3023782"
"Aaron Pinero","TBR","DSL",17,43,145,167,34,28,6,0,0,18,11,17,0,29,5,0,0,4,5,1,0.234482758,"sa3023783"
"Angel Brachi","TBR","DSL",17,47,174,206,43,39,3,1,0,27,12,12,1,31,16,2,2,2,18,8,0.247126436,"sa3023784"
"Yojanser Calzado",,"DSL",17,45,137,172,31,26,2,3,0,30,13,31,1,44,2,1,1,1,27,5,0.226277372,"sa3023785"
"Esteban Romero","HOU","DSL",17,48,150,172,39,31,8,0,0,26,13,17,0,25,4,0,1,0,12,1,0.26,"sa3023787"
"Eduardo Ponce","SEA","DSL",17,47,140,174,32,19,7,2,4,23,17,27,0,24,5,2,0,1,3,0,0.228571428,"sa3023792"
"Diwarys Encarnacion","MIA","DSL",18,52,176,202,40,29,10,0,1,25,25,19,0,34,5,2,0,1,3,3,0.227272727,"sa3023793"
"Alfredo Guanchez","ARI","DSL",18,49,149,188,41,32,5,2,2,31,21,34,0,37,2,3,0,0,23,5,0.275167785,"sa3023873"
"Maylerson Casanova","PHI","DSL",17,42,139,166,24,18,3,1,2,22,16,20,0,59,7,0,0,1,15,2,0.17266187,"sa3023876"
"Meylin De Leon","PHI","DSL",17,48,151,177,38,29,8,1,0,26,14,20,0,36,4,2,0,2,4,2,0.251655629,"sa3023878"
"Jose Familia","PHI","DSL",16,47,155,195,29,21,5,1,2,22,13,36,1,62,2,2,0,1,9,1,0.187096774,"sa3023879"
"Cesar Mujica","PHI","DSL",17,43,135,160,25,21,4,0,0,13,9,15,0,47,9,1,0,2,9,2,0.185185185,"sa3023880"
"Anderson Navas","PHI","DSL",17,47,166,184,30,19,6,2,3,17,17,10,1,65,5,2,1,3,8,2,0.180722891,"sa3023881"
"Josueth Quinonez","PHI","DSL",17,46,148,179,46,36,9,1,0,26,22,16,0,15,9,6,0,1,8,8,0.31081081,"sa3023882"
"Daiber De Los Santos","MIN","DSL",17,47,176,203,53,36,11,1,5,37,38,18,0,63,7,2,0,1,17,7,0.301136363,"sa3023885"
"Emil Morales","LAD","DSL",17,46,152,201,52,27,11,0,14,48,46,40,0,45,4,5,0,2,12,2,0.342105263,"sa3023887"
"Victor Hurtado","WSN","DSL",17,39,133,155,29,20,6,0,3,14,22,17,1,33,2,3,0,0,3,1,0.218045112,"sa3023888"
"Eduardo Herrera","CHW","DSL",17,40,132,159,26,21,3,2,0,19,16,22,0,44,3,1,0,1,1,1,0.196969696,"sa3023889"
"Ashly Andujar","COL","DSL",16,51,199,229,58,48,8,2,0,36,24,22,0,31,6,2,0,1,17,8,0.291457286,"sa3023890"
"Belfi Rivera","ARI","DSL",17,49,179,213,33,25,6,1,1,29,10,28,0,64,2,3,1,2,7,2,0.184357541,"sa3023891"
"Angel Feliz","WSN","DSL",17,49,171,194,53,37,9,3,4,42,20,21,0,36,0,2,0,4,27,8,0.30994152,"sa3023892"
"Francisco Vilorio","NYY","DSL",17,42,148,170,29,16,8,1,4,22,19,16,0,56,5,1,0,2,8,4,0.195945945,"sa3023893"
"Joswa Lugo","LAA","DSL",17,53,193,219,58,39,11,3,5,31,37,17,1,51,6,3,0,4,18,5,0.300518134,"sa3023894"
"Angel Guzman","TOR","DSL",17,40,160,183,42,31,9,2,0,24,19,22,0,30,0,1,0,2,2,2,0.2625,"sa3023895"
"Adbiel Feliz","PIT","DSL",17,40,126,151,26,23,3,0,0,18,19,19,0,35,0,2,4,2,5,2,0.206349206,"sa3023897"
"Jhonny Level","SFG","DSL",17,48,178,215,49,27,11,1,10,44,46,30,0,36,5,1,1,3,18,9,0.275280898,"sa3023898"
"Danny Cancro","COL","DSL",17,50,167,204,40,25,11,4,0,39,27,26,0,30,6,3,2,5,19,3,0.239520958,"sa3023903"
