Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Alfredo Benzan","ARI","DSL",17,48,172,197,44,34,10,0,0,33,20,18,0,41,1,4,2,0,14,5,0.255813953,"sa3023904"
"Yensi Rivas","NYM","DSL",17,45,155,185,38,29,5,4,0,26,25,20,0,50,7,3,0,3,16,7,0.24516129,"sa3023905"
"Hayden Alvarez","LAA","DSL",17,50,176,217,44,30,10,3,1,43,29,31,0,35,2,3,5,1,32,6,0.25,"sa3023906"
"Jose Dickson","DET","DSL",17,44,139,172,38,27,8,3,0,38,16,26,0,27,6,1,0,2,18,4,0.273381294,"sa3023907"
"Kyle Sinzza","ARI","DSL",17,49,160,196,45,39,4,0,2,30,16,28,1,28,5,2,1,5,14,1,0.28125,"sa3023908"
"Christofer Reyes","NYY","DSL",16,44,156,179,39,32,5,1,1,31,22,18,0,41,5,0,0,5,21,9,0.25,"sa3023909"
"Brayan Amoroso","STL","DSL",16,36,132,151,30,23,6,0,1,17,21,17,0,47,2,0,0,2,1,0,0.227272727,"sa3023910"
"Raily Liriano","ARI","DSL",17,45,155,188,28,18,9,0,1,24,16,25,0,79,4,4,0,1,10,4,0.180645161,"sa3023911"
"Greylin De La Paz","LAA","DSL",17,45,123,152,27,24,2,0,1,22,17,23,0,40,6,0,0,4,13,3,0.219512195,"sa3023912"
"Eddy Marmolejos","WSN","DSL",17,48,155,179,39,29,9,0,1,20,17,21,0,47,3,0,0,3,4,3,0.251612903,"sa3023914"
"Rafael Flores","TOR","DSL",17,49,153,189,43,33,8,2,0,33,18,22,0,35,11,0,3,3,19,4,0.281045751,"sa3023915"
"Roldy Brito","COL","DSL",17,54,185,222,47,37,9,1,0,27,26,27,0,41,6,4,0,5,24,3,0.254054054,"sa3023917"
"Feldi Tavarez","WSN","DSL",17,40,137,157,32,22,6,0,4,17,21,18,0,26,0,0,2,2,9,4,0.233576642,"sa3023918"
"Queni Pineda","NYY","DSL",17,44,130,173,33,19,9,0,5,32,15,41,0,39,1,1,0,1,5,3,0.253846153,"sa3023920"
"Merphy Hernandez","MIN","DSL",17,48,156,190,43,31,4,6,2,40,30,28,0,30,3,3,0,0,36,2,0.275641025,"sa3023921"
"Anderson Tovar","COL","DSL",17,53,197,212,53,43,10,0,0,26,26,7,0,34,4,4,0,0,10,11,0.269035532,"sa3023922"
"Randy Soto","TOR","DSL",17,47,134,194,36,25,11,0,0,23,16,44,0,26,14,2,0,3,1,2,0.268656716,"sa3023923"
"Samuel Estevez","PHI","DSL",17,47,152,185,33,28,5,0,0,26,16,25,0,65,5,2,1,0,18,6,0.217105263,"sa3023924"
"Yairo Padilla","STL","DSL",17,35,136,162,39,29,5,4,1,33,17,17,0,29,7,1,1,1,22,5,0.286764705,"sa3023925"
"Eriel Dihigo","COL","DSL",17,54,180,219,55,43,9,2,1,35,28,28,1,33,7,3,1,0,21,2,0.305555555,"sa3023927"
"Luis De La Cruz","CLE","DSL",17,36,134,151,35,24,8,1,2,23,13,17,0,36,0,0,0,3,9,2,0.261194029,"sa3023928"
"Yeiferth Castillo","CLE","DSL",17,44,153,180,46,37,8,1,0,23,28,21,0,14,3,3,0,3,0,1,0.300653594,"sa3023931"
"Vladi Guerrero","NYM","DSL",17,41,128,153,25,19,5,1,0,20,12,22,0,54,3,0,0,5,3,0,0.1953125,"sa3023933"
"Edward Florentino","PIT","DSL",17,49,146,190,38,21,10,2,5,40,28,38,1,36,6,0,0,2,8,2,0.260273972,"sa3023944"
"Pedro Blanco","ARI","DSL",17,45,157,179,40,24,9,0,7,31,26,18,1,46,3,1,0,5,7,1,0.25477707,"sa3023945"
"Pascual Archila","TOR","DSL",17,35,120,161,29,22,5,0,2,29,14,29,0,35,8,2,2,1,5,0,0.241666666,"sa3023946"
"Juarlin Soto","TOR","DSL",17,46,152,201,38,30,6,2,0,34,14,44,0,43,4,1,0,1,0,2,0.25,"sa3023947"
"Victor Leal","MIN","DSL",17,42,126,154,29,22,4,0,3,20,15,21,1,15,6,1,0,2,4,4,0.23015873,"sa3023948"
"Daniel Flames","TEX","DSL",17,54,170,245,56,46,8,2,0,50,33,63,0,37,10,1,1,3,14,6,0.329411764,"sa3023951"
"Jesus Premoli","CHW","DSL",17,44,151,165,33,25,6,0,2,18,20,10,0,43,4,0,0,3,1,0,0.218543046,"sa3023952"
"Jose Marcano","TEX","DSL",17,52,199,239,55,44,7,1,3,37,42,27,0,31,7,3,3,8,5,2,0.276381909,"sa3023953"
"Juan Colorado","SFG","DSL",17,45,165,185,41,35,3,2,1,22,23,18,0,66,2,0,0,1,5,1,0.248484848,"sa3023954"
"Luis Fragoza","MIN","DSL",17,41,116,157,30,23,5,1,1,36,19,22,0,35,16,1,0,4,21,3,0.258620689,"sa3023955"
"Andry Batista","TEX","DSL",17,53,186,239,47,35,3,5,4,40,40,46,1,68,5,2,0,3,15,2,0.252688172,"sa3023956"
"Evan Estevez","SFG","DSL",16,43,155,179,45,36,5,2,2,23,21,19,0,55,2,3,0,4,6,3,0.29032258,"sa3023957"
"Manni Ramirez","TEX","DSL",17,53,201,229,45,30,10,0,5,33,30,21,0,65,5,1,0,4,0,4,0.223880597,"sa3023959"
"Anthony Marquez","SFG","DSL",17,38,122,149,34,27,4,2,1,28,17,19,0,25,7,0,1,2,10,1,0.278688524,"sa3023960"
"Jurdrick Profar","CHW","DSL",17,48,159,194,42,28,11,0,3,33,16,31,0,43,4,0,0,2,8,8,0.264150943,"sa3023962"
"Cristian Arguelles","COL","DSL",17,50,172,202,46,40,6,0,0,29,25,18,0,12,6,3,3,3,11,3,0.26744186,"sa3023968"
"Estivel Morillo","CLE","DSL",16,39,138,175,32,22,6,4,0,26,8,34,1,37,3,0,0,0,12,6,0.231884057,"sa3023969"
"Reyli Mariano","LAD","DSL",17,45,111,152,27,20,5,1,1,36,16,36,0,32,2,1,2,0,15,4,0.243243243,"sa3023970"
"Oliver Tejada","SFG","DSL",17,46,170,205,51,32,11,3,5,36,39,22,0,38,10,3,0,5,13,9,0.3,"sa3023972"
"Jesus Pinto","DET","DSL",17,53,160,196,44,27,12,1,4,46,16,30,0,41,5,1,0,1,16,9,0.275,"sa3023973"
"Javier Sanchez","TEX","DSL",16,41,124,163,36,25,9,1,1,15,20,29,1,19,9,1,0,2,3,1,0.29032258,"sa3023975"
"Johmphy De La Cruz","TEX","DSL",17,41,129,163,20,15,5,0,0,18,10,32,0,64,1,1,0,1,10,5,0.155038759,"sa3023980"
"Herlinton Herrera","COL","DSL",17,41,127,167,30,25,3,2,0,18,19,33,0,27,3,2,2,2,7,1,0.236220472,"sa3023981"
"Christian Gonzalez","CHW","DSL",17,48,155,191,41,36,4,1,0,25,15,31,0,17,3,1,1,2,11,11,0.264516129,"sa3023982"
"Jehancarlos Mendez","CHW","DSL",16,41,138,152,33,28,4,0,1,19,16,10,0,34,4,0,0,3,4,3,0.239130434,"sa3023983"
"Adrian Garcia","PHI","DSL",17,46,160,182,38,26,7,3,2,32,17,16,0,23,5,1,0,2,12,2,0.2375,"sa3023986"
"Rainiel Rodriguez","STL","DSL",17,41,142,184,49,24,12,3,10,35,38,30,2,25,6,6,0,1,1,1,0.345070422,"sa3023987"
"Yorman Licourt","TOR","DSL",20,41,149,178,42,29,8,1,4,21,25,22,0,55,2,2,0,2,1,0,0.281879194,"sa3023990"
"Jorge Quintana","MIL","DSL",17,53,200,238,50,31,14,3,2,37,31,33,0,51,3,2,0,1,22,11,0.25,"sa3024107"
"Jesus Made","MIL","DSL",17,51,175,216,58,37,9,6,6,63,28,39,0,28,2,0,0,2,28,4,0.331428571,"sa3024108"
"Edgar Montero","OAK","DSL",17,54,176,227,42,27,9,3,3,35,24,48,0,50,0,2,1,1,11,2,0.238636363,"sa3024109"
"Emilio Sanchez","BAL","DSL",17,48,146,203,31,25,2,4,0,37,14,48,0,35,5,3,1,0,29,2,0.212328767,"sa3024110"
"Jose Ramos","OAK","DSL",17,49,149,188,21,16,2,3,0,24,12,35,0,62,2,1,1,3,16,4,0.140939597,"sa3024111"
"Jordan Sanchez","BAL","DSL",18,38,129,155,43,22,13,2,6,33,37,23,2,31,1,2,0,0,5,2,0.333333333,"sa3024112"
"Israfell Bautista","TBR","DSL",17,40,148,168,41,37,3,1,0,40,14,15,0,32,2,2,1,1,39,5,0.277027027,"sa3024116"
"Domingo Batista","TBR","DSL",17,38,125,159,37,29,5,1,2,22,28,29,0,40,3,2,0,1,4,2,0.296,"sa3024118"
"Frederi Montero","MIL","DSL",17,51,184,216,45,35,9,1,0,25,28,25,0,32,7,0,0,4,12,2,0.244565217,"sa3024125"
"Engel Paulino","MIL","DSL",17,49,154,183,37,22,8,6,1,18,33,23,0,43,4,2,0,2,13,3,0.24025974,"sa3024127"
"Juan Martinez","MIL","DSL",17,50,168,195,43,32,6,5,0,24,30,20,0,23,5,2,0,1,15,1,0.25595238,"sa3024128"
"Moises Polanco","MIL","DSL",17,40,131,169,34,22,11,1,0,32,9,31,0,24,6,1,0,3,23,5,0.259541984,"sa3024129"
"Jose Anderson","MIL","DSL",17,46,166,201,47,27,10,2,8,38,34,29,0,38,5,1,0,1,15,4,0.28313253,"sa3024133"
"Luis Pena","MIL","DSL",17,44,163,184,64,41,16,6,1,43,36,15,0,15,5,1,0,0,39,4,0.392638036,"sa3024134"
"Jose Camacho","LAA","DSL",17,47,131,171,38,31,5,1,1,24,21,25,0,25,14,1,0,3,9,6,0.290076335,"sa3024135"
"Eduardo Rojas","LAD","DSL",17,40,128,172,29,22,5,2,0,22,17,36,0,34,5,2,1,2,7,4,0.2265625,"sa3024143"
"Yojackson Laya","LAD","DSL",17,43,134,181,34,27,6,1,0,33,24,36,0,30,9,0,2,3,9,3,0.253731343,"sa3024145"
"Hector Campusano","BAL","DSL",17,45,129,166,31,22,7,0,2,29,22,29,1,28,6,2,0,2,12,8,0.240310077,"sa3024148"
"Leandro Morgado","HOU","DSL",17,54,170,188,37,23,12,0,2,28,20,9,0,30,5,4,0,5,12,5,0.217647058,"sa3024154"
"Hector Salas","HOU","DSL",20,49,140,175,38,27,7,3,1,23,20,30,0,29,3,2,0,2,18,5,0.271428571,"sa3024156"
"Santiago Prado","PHI","DSL",17,44,136,163,27,23,3,1,0,14,15,19,0,30,4,3,1,0,6,3,0.198529411,"sa3024296"
"Haniel German","NYM","DSL",18,40,145,163,39,26,9,0,4,23,20,13,0,37,3,2,0,2,5,2,0.268965517,"sa3024299"
"Yunior Quezada","LAD","DSL",18,43,133,159,30,15,9,0,6,24,28,18,0,38,7,1,0,1,5,1,0.225563909,"sa3024302"
"Robert Arias","CLE","DSL",17,41,150,180,37,26,7,4,0,37,9,25,0,15,4,1,0,0,29,4,0.246666666,"sa3024304"
"Yandel Ricardo","KCR","DSL",17,45,164,196,35,20,7,6,2,27,23,25,1,34,4,1,2,2,14,5,0.213414634,"sa3024305"
"Fabian Alcantara","SDP","DSL",18,51,137,171,25,14,7,0,4,21,19,29,0,57,4,1,0,1,12,1,0.182481751,"sa3024309"
"Jesmaylin Arias","SDP","DSL",17,48,153,175,39,26,11,1,1,16,27,17,0,41,3,2,0,1,2,1,0.25490196,"sa3024311"
"Juan Espinal","ATL","DSL",17,44,130,167,22,16,4,0,2,22,18,26,0,63,9,2,0,1,14,5,0.169230769,"sa3024315"
"Cesar Lugo","CHC","DSL",17,42,129,164,34,21,11,1,1,25,16,31,0,21,4,0,0,3,15,4,0.263565891,"sa3024319"
"Dauri Fernandez","CLE","DSL",17,45,167,192,48,34,9,4,1,34,30,17,0,19,6,2,0,3,8,0,0.287425149,"sa3024327"
"Juneiker Caceres","CLE","DSL",16,40,141,167,48,31,11,6,0,28,33,19,2,18,4,3,0,2,9,0,0.340425531,"sa3024329"
"Juan Ortuno","MIL","DSL",17,49,154,192,53,41,6,3,3,29,34,29,0,27,7,2,0,3,22,7,0.344155844,"sa3024330"
"Robin Ortiz","CHC","DSL",17,45,134,164,37,25,9,1,2,18,21,21,1,38,6,3,0,4,8,7,0.276119402,"sa3024336"
"Christopher Alvarado","BOS","DSL",17,44,146,176,38,33,5,0,0,29,16,24,0,27,4,2,0,3,16,8,0.260273972,"sa3024337"
"Deuri Castillo","SEA","DSL",20,44,122,156,26,20,3,3,0,21,9,27,0,46,5,2,0,1,20,2,0.213114754,"sa3024338"
"Edgardo De Leon","CHC","DSL",17,48,141,181,39,27,7,0,5,31,27,32,0,44,7,1,0,3,5,4,0.276595744,"sa3024339"
"Juan Mateo","ATL","DSL",17,44,144,165,36,27,7,1,1,20,14,21,0,16,0,0,0,4,9,6,0.25,"sa3024340"
"Yorvin Morla","SDP","DSL",18,49,128,169,29,24,3,2,0,27,8,31,0,31,8,1,1,2,20,8,0.2265625,"sa3024350"
"Claudiel Lantigua","TEX","DSL",16,46,152,178,42,36,5,1,0,33,15,22,0,38,2,1,1,1,7,5,0.276315789,"sa3024354"
"Jemone Nuel","BAL","DSL",17,50,154,198,32,18,8,3,3,29,24,38,0,60,3,2,1,2,20,4,0.207792207,"sa3024356"
"Randy Martinez","CLE","DSL",17,37,127,150,21,11,7,3,0,17,9,18,0,44,2,1,1,6,2,1,0.16535433,"sa3024358"
"Darison Garcia","KCR","DSL",17,44,146,181,34,23,9,2,0,27,20,27,0,28,3,4,0,2,15,3,0.232876712,"sa3024359"
"Kevin Robledo","MIA","DSL",17,47,145,205,32,14,11,0,7,32,29,48,1,48,6,6,0,4,3,1,0.220689655,"sa3024360"
"Jhonayker Ugarte","KCR","DSL",17,46,147,183,44,33,9,1,1,30,20,30,0,36,3,2,1,3,11,6,0.299319727,"sa3024361"
"Johan Rodriguez","CLE","DSL",16,40,141,173,36,23,10,1,2,26,26,23,0,26,3,6,0,2,7,1,0.255319148,"sa3024364"
"Ronald Ramirez","DET","DSL",17,42,140,175,48,38,9,0,1,37,18,24,0,29,7,4,0,1,6,7,0.342857142,"sa3024368"
"Jose Cerice","KCR","DSL",19,47,159,179,50,38,8,3,1,35,25,10,0,20,8,2,0,2,4,2,0.314465408,"sa3024375"
"Edward Lantigua","NYM","DSL",17,45,152,189,40,26,9,4,1,28,22,21,0,37,14,2,0,2,9,4,0.263157894,"sa3024476"
"Dariel Garcia","COL","DSL",17,51,162,200,39,28,9,1,1,23,21,25,0,47,5,3,5,2,11,7,0.24074074,"sa3024480"
"Stiven Martinez","BAL","DSL",16,41,133,168,37,24,5,4,4,27,33,28,2,51,5,2,0,2,2,4,0.278195488,"sa3024627"
"Gabriel Cesa","ATL","DSL",17,43,128,152,21,18,3,0,0,14,18,20,0,45,3,1,0,2,12,5,0.1640625,"sa3024630"
"Gabriel Rodriguez","CLE","DSL",17,37,108,163,29,20,6,1,2,27,24,39,1,27,14,1,0,1,9,3,0.268518518,"sa3024645"
"Guillermo Batista","DET","DSL",17,42,122,156,28,19,7,1,1,23,19,28,0,38,4,2,0,1,5,4,0.229508196,"sa3024649"
"Michael Martinez","ATL","DSL",17,48,158,189,35,24,8,2,1,20,14,13,0,52,18,0,0,0,5,5,0.221518987,"sa3024654"
"Carlos Renzullo","COL","DSL",17,50,197,235,71,59,8,3,1,57,21,33,1,14,2,1,2,0,18,6,0.360406091,"sa3024879"
"Eduardo Beltre","MIN","DSL",17,43,144,181,47,27,9,0,11,33,36,28,0,43,7,2,0,0,10,4,0.326388888,"sa3024928"
"Eduardo Acevedo","TBR","DSL",18,35,128,152,30,22,4,4,0,19,10,18,1,24,5,1,0,3,9,7,0.234375,"sa3024943"
"Christian Saez","STL","DSL",17,35,119,145,21,14,5,1,1,16,10,22,0,44,3,1,0,3,2,1,0.176470588,"sa3024955"
"Ray-Patrick Didder","SDP","AA",29,111,360,441,61,35,16,1,9,42,31,57,0,116,21,3,0,5,28,5,0.169444444,"sa736824"
"J.C. Escarra","NYY","AA,AAA",29,124,426,493,111,64,32,3,12,77,64,55,0,68,9,3,0,13,3,2,0.26056338,"sa738605"
"Robbie Tenerowicz","SEA","AA",29,113,383,466,90,62,16,0,12,48,49,35,0,86,40,7,1,20,4,1,0.234986945,"sa738999"
"Bryson Brigman","ARI","AA,AAA",29,114,367,407,123,93,18,3,9,65,61,27,0,63,5,4,3,10,10,4,0.335149863,"sa829857"
"Tristin English","ARI","AAA",27,111,434,479,114,78,18,2,16,73,63,32,0,95,10,3,0,13,3,4,0.262672811,"sa876328"
"Bryan Torres","STL","AA",26,120,447,528,148,116,28,2,2,79,56,69,1,75,1,5,6,3,33,10,0.331096196,"sa885119"
"Jesus Bastidas","HOU","AAA",25,132,525,606,127,70,31,1,25,92,89,54,2,140,23,4,0,8,15,3,0.241904761,"sa916969"
"John Rave","KCR","AAA",26,131,498,578,129,71,32,5,21,93,60,65,0,125,3,4,8,2,17,5,0.259036144,"sa918890"
